protein_id	WT_t1	WT_t2	WT_t3	WT_t4	HetEd_t1	HetEd_t2	HetEd_t3	HetEd_t4	HomEd_t1	HomEd_t2	HomEd_t3	HomEd_t4	HetRev_t1	HetRev_t2	HetRev_t3	HetRev_t4	HomRev_t1	HomRev_t2	HomRev_t3	HomRev_t4
PROT_0430	22.31	21.7857	22.5369	22.105	22.7465	22.1902	22.0443	22.189	22.2176	22.4365		22.2592	22.2156	22.5554	22.5074	22.2235	22.5441	22.3608	22.3936	22.2139
PROT_0431	22.4352	22.0865	22.8458	22.702	22.4733	22.4168	22.5075	23.0019	22.5989	22.4971	22.4731	22.6253	22.5653	22.8806	22.2121	22.9592	22.587	22.8094	22.8092	22.5352
PROT_0432	20.3336	19.8734	20.0096	20.5426		20.4266	20.2483	20.4121	20.6774	20.3134	20.216		20.4971	20.7593	20.1405	19.9582	20.7556			20.6023
PROT_0433	22.3417	22.5542	22.3814	23.3246	22.5947	22.5537	22.9748	22.4683	22.7136	22.3748	22.8472	22.548	22.687	22.7771	22.8519	22.6498	22.6652	22.8331	23.0646	22.8597
PROT_0434	21.7865	21.6305	21.9601	21.7695		21.9104	22.1123	22.0316	21.3617	21.9387	22.299	22.0679	21.5025	22.1266	22.425	21.7461	22.0329	21.9936	21.665	22.0009
PROT_0435	21.9013	21.5496	21.9418	21.8232	21.4331	20.8515	21.705	21.5978	21.9284	21.9139	21.561	22.2264	21.9118	21.8831	21.0631	21.7343	21.9978	21.7932	21.3233	21.6645
PROT_0436	21.8889	21.7983	21.1707	21.5741	21.1524	20.8188	21.5304	21.5553	21.2097	21.4503	21.1428	21.4017	21.2704	21.8101	21.6787	21.3841	21.4347	21.5627		21.2581
PROT_0437	26.1314	26.3939	26.1839	26.099	26.5327	26.2525	26.3411	26.5391	26.2129	26.3243	26.25	26.68	25.9624	26.2753	26.1233	26.0827	26.4751	26.3895	26.4167	26.6248
PROT_0438	25.883	26.1824	26.0323		25.7157	25.9811	26.1867	26.3454	25.8743	26.2442	25.5556	25.9794	25.9316	26.3496	25.8565	26.3898	25.995	26.2436	25.9284	26.3086
PROT_0439	20.1583	20.3721		20.2489	19.9525	19.9005	20.0419	20.7631	20.3055	20.4188	20.1671	20.5675	20.5777	21.1914		20.2226	20.2856	20.4813	20.1413	19.7993
PROT_0440	21.9149	22.173	21.803	21.9546	22.324	22.0248	22.2833	22.4919	22.0562	22.0256	22.3409	22.2452	22.4013	22.5405	21.7891	22.4613	22.1411	22.2365	22.1086	21.8909
PROT_0441	22.9112	22.9137	22.7231	23.4503	22.9347	23.3327	22.8167	22.8289	23.1364	22.7307	22.9056	23.1567	22.7857	22.8054	23.1069	23.2544	22.6495	22.8356	23.2065	22.7031
PROT_0442	25.421	25.4026	25.4189	25.8318	25.6653	25.4866	25.6702	25.5393	25.6982	25.6483	25.5543	26.0615	25.6068	26.0845	25.7294	26.0154	25.454	25.9616	25.5234	25.6463
PROT_0443	23.1871	23.112	23.3471	22.9044	23.0044	23.1768	23.6649	23.1478	23.3369	23.1446	23.2464	23.5211	23.5961	23.198	23.3053	23.0735	23.3476	23.325	23.2411	23.1929
PROT_0444	25.1699	25.0792	25.2567	25.2449	25.5085	25.1405	25.3718	25.059	25.4835	25.3342	25.3422	25.0378	25.1412	25.4429	25.4883	25.4166	25.4561	24.952	25.1045	25.0669
PROT_0445	26.1902	26.3943	26.3432	26.3516	26.2702	25.8799	26.2344	26.1033	25.8271	26.0955	26.0969	26.2301	26.3655	26.281	26.4204	26.2527	26.3503	26.2541	26.3402	26.2044
PROT_0446	22.2638	21.3116	22.4792	22.2279	21.9995	21.961	22.0403	21.9737	22.2431	21.8997	22.4233	21.8396	22.1887	21.9842	22.337	22.0917	22.3857	21.8153	22.4556	21.9554
PROT_0447	21.2504	20.9908	21.0067	20.706		21.367	21.842	21.7829	20.8739	20.998	21.0161	21.5537	21.2655		21.2694		21.4609	20.7981	20.977	20.8633
PROT_0448	23.771	23.8306	23.7242	23.8914	23.9536	23.552	23.7802	23.8445	23.8775	23.7649	23.6529	23.8843	23.7849	23.7669	23.9438	23.9964	23.8611	23.6375	23.6031	23.7721
PROT_0449	22.1152	21.7267	22.052	22.0771	22.1337	22.8436	22.0983	22.4204	22.2061	22.5687	22.0998	22.3706	21.975	21.9908	22.1003	22.1487	21.9882	22.3396	22.0485	22.2948
PROT_0450	22.8435	22.5707	22.7715	22.4388	22.7539	22.6477	22.9944	22.5179	23.3966	22.5433	22.702	22.54	22.9689		23.0247	22.604	23.1246	22.4723	22.9378	22.2993
PROT_0451	26.8757	26.1288	26.637	26.4139	27.0274	26.165	26.7982	26.3137	26.6777	26.3289	26.5722	26.5912	26.4074	26.4963	26.6676	26.1214	26.7424	26.2828	26.7626	26.528
PROT_0452	21.6416	21.7777	21.3806	22.3172	21.3294	21.3745	21.9519	21.4559	21.2848	21.4122	21.9042	21.894	21.7663	21.5825	21.993	21.7516	21.7245	21.6461	21.6779	22.0137
PROT_0453	24.5597	24.7984	24.7978	25.1597	25.0098	25.1042	24.8522	25.1042	24.6672	24.8126	24.8542	24.7214	24.767	25.1871	25.159	25.2902	25.0796	24.9032	24.8176	25.0019
PROT_0454	23.346	23.7211	23.5143	23.1891	23.6165	23.6888	23.2448	23.6087	23.3971	23.3247	23.4402	23.3501	23.3882	23.7073	23.1817	23.5667	23.5326	23.74	23.5748	23.7083
PROT_0455	24.8614	24.5201	24.6167	24.918	25.0551	24.7827	24.6925	25.121	24.6022	24.7325	24.7613	24.8791	24.8335	25.0438	24.8461	25.1947	24.825	24.857	24.8572	24.9001
PROT_0456		20.3984	20.4114	19.9834	20.1447	20.3045	19.7828	19.8558			19.8275	19.7482	20.5138	20.574	20.3608	20.387	20.7787	20.3292	19.8679	20.4636
PROT_0457	23.0419	22.739	22.9737	22.548	23.6005	23.2344	23.0676	23.6218	23.4255	22.8429	23.7393	23.136	22.8049	23.057	23.1699	22.8787	23.3195	23.2126		23.1117
PROT_0458	18.2223												17.8794	18.1873				18.7529	17.788	
PROT_0459	23.8912	23.9349	24.0409	24.0132	24.1481	24.2599	24.083	24.0343	23.7878	23.796	23.7387	24.0855	23.8875	24.1634	23.7937	24.1215	23.9238	23.8454	23.9388	24.0525
PROT_0460	23.0413	22.8881	23.2595	23.3017	22.9048	23.2868	23.3421	23.1308	22.6747	22.7852	22.9887	23.1787	23.3538	23.3747	23.3134	22.937	22.8603	23.1395	22.9015	23.2726
PROT_0461	21.0754	21.932	21.2063	21.7589	21.7717	21.9864	21.8238	21.6534	21.9699	21.7903	22.0128	22.1883	21.0905	22.1988	22.3559	21.8165	21.9836	22.0262	21.8299	22.1008
PROT_0462	26.4495	26.3907	26.5711	26.4999	27.393	26.8764		27.1035	26.7341	26.7831	26.5504	26.6765	27.0338	26.7829	26.8935	26.7459	26.8583	26.8175	26.8069	26.7192
PROT_0463	23.6602	22.7987	23.7534	23.6287	23.7064	23.3007	23.8191	23.1675	23.5554	22.8739	23.6576	22.9435	23.7832	23.4289	23.8819	23.1532	23.5011	23.2296	23.5338	23.4813
PROT_0464	25.7053	25.6859	25.5101	25.8642	25.6952	25.8293	25.6706	25.6677	25.6743	25.6381	25.7532	25.9031	25.6158	25.7991	25.8603	25.6091	25.9915		25.6633	25.8079
PROT_0465	23.8008	23.7816	23.9794	24.1047	24.4599	24.1728	24.544	24.2697	24.2732	23.7178	24.1352	24.1046	24.2016	24.0788	24.2657	24.0788	24.1411	24.183	23.9782	24.198
PROT_0466	21.7836	21.4765	21.6148	21.6067	21.9544	21.9286	21.8523	22.3056	21.6907	21.6035	21.8822	22.61	21.7438	22.3512	21.8407	21.6794			21.6701	22.1792
PROT_0467	23.9852	23.9343	23.6242	24.4966	24.0104	23.7014	23.9423	23.7914	23.9112	23.5786	23.9104	23.7037	23.597	24.2684	23.9612	23.3126	24.039	24.0672	23.8165	23.6626
PROT_0468	22.4598	22.3641	22.1522	22.761	21.6678	22.5216	22.6269	22.363	22.6585	22.5144	21.8432	22.5194	21.9753	22.6451	22.1878	22.8406	22.555	22.3265	22.8902	22.4188
PROT_0469	19.1805		19.108	18.7347	18.3897		18.5634	17.6794		18.4999						18.2363	17.6307		18.493	
PROT_0470	25.3322	25.3345	25.4223	24.9748	25.7178	25.0995	25.3848	25.2431	25.2596		25.1027	25.1212	25.5445	25.247	25.2657	25.3551	25.0519	25.2505	25.4281	25.0746
PROT_0471	26.5538	27.0723	26.7445	27.3647	26.6606	26.9908	26.7147	26.8489	27.0106	27.2169	27.0922	27.1634	26.878	27.165	26.6233	26.9754	26.5512	27.1172	26.6409	27.1713
PROT_0472	27.4634	27.4504	27.5908	27.4104	27.4914	27.441	27.7053	27.5661	27.4233	27.513	27.4797	27.5507	27.5848	27.145	27.5111	27.5677	27.8654	27.6635	27.4644	27.6014
PROT_0473	21.7964	21.8398	21.5725	21.9753	22.0667	21.8992	21.629	21.811	22.1955	21.6414	21.236	22.1431	21.7668	22.1586	21.3582	21.9923	21.9886	22.3086	22.2435	21.84
PROT_0474	25.853	25.3523	25.6717	25.5606	25.8361	25.5811	25.9268	25.5426	25.7146	25.7921	25.9388	25.6123	25.7348	25.7098	25.6313	25.9057	25.8383	25.8651	25.4197	25.8163
PROT_0475	19.3992	18.7588	19.2743	19.2178	18.8524	18.6639	19.7402		19.496	19.1272	19.9328	19.0385		19.3592	19.6073		19.9554		18.7743	
PROT_0476	26.1573	25.8402	26.0672	25.9008	26.1953	25.8315	26.0324	25.6704	25.7893	25.9181	25.893	26.184	25.9407	25.8733	26.0825	25.9095	26.0085	25.5533	26.0808	25.8401
PROT_0477	23.4945	23.5731	23.0191	23.4472	23.574	23.4175	22.9884	23.0599	23.2341	23.2002	23.4405	23.2587	23.0277	23.219	23.4578	23.4476	23.1844	23.2697	23.3115	23.2607
PROT_0478	26.4402	26.5705	26.5951	26.7541	26.5515	26.4412	26.5803	26.3579	26.3833	26.629	26.5376	26.4827	26.2369	26.6153	26.5132	26.4547	26.3926	26.5462	26.53	26.4635
PROT_0479	24.6268	24.4253	24.7796	24.7601	25.3327	24.5823	24.7686	24.7613	24.6873	24.6238	24.7533	24.6989	25.2018	24.8157	25.0024	25.1113	24.9371	24.7033	24.91	24.8937
PROT_0480	21.2015	20.8531	21.3713	20.5801	21.7885	20.5509	21.29	20.9998	21.2647	20.8809	20.6016	20.6055	20.9677	21.6226	20.8618	20.9369	20.7905	20.2879	20.7945	20.1343
PROT_0481	22.4962	22.2608	22.3735	21.9224	22.2018	21.7976	22.5981	22.2517	21.9798	22.2176	22.4096	22.0394	22.2033	22.5394		22.52	22.2509	22.3797	22.2134	22.3419
PROT_0482	22.1409	21.5946	22.1067	21.6926	22.6791	21.6134	22.7546	22.0868	22.051	22.3918	21.7241	21.7708	22.0845	22.2267	21.9392	22.0364	21.7875	21.5817	22.2576	21.6497
PROT_0483	24.8637	24.5133	24.4293	24.3956	24.3764	24.6081	24.6621	24.947	24.5203	24.4417	24.5894	24.6548	24.2774	24.6801	24.3813	24.4896	24.9318	24.3943	24.7174	24.2717
PROT_0484	26.1849	25.5482	25.772	25.9831	26.568	26.0209	26.1236	25.9932	26.1176	26.1407	26.2526	26.4978	25.9384	26.0121	26.005	25.7872	26.3578	25.9384	26.0165	26.062
PROT_0485	19.9062	19.7864			18.7269	18.4909	18.713	19.1188	19.0033	18.8179	18.2414	19.3064	18.7845	19.2499	18.1886		18.0807	19.0701	18.5722	18.3041
PROT_0486	21.1302	21.1777	20.6717	21.5774	21.4637	21.6108	20.6752	21.8968	21.2084	21.569	20.8673	21.2964	20.7718	21.6731	21.2648	21.4786		22.18	21.2991	21.3656
PROT_0487	24.1978	23.8751	24.5509	24.0546	24.3629	24.0098	24.4483	24.166	24.2196	23.8528	24.2111	24.3555	24.1847	24.1225	23.8388	24.4394	24.4993	23.9859	24.0815	23.8664
PROT_0488	21.4393	21.9167	21.544	21.3672	21.68	21.818	21.2917	21.5252	21.697	21.5092	21.9575	21.6874	21.1233		21.0915	21.3919	21.3755	21.8728	21.3149	21.4931
PROT_0489	22.9719	22.5302	22.2599	22.5885	22.7626	22.2653	22.3507	22.242	22.8532	22.1639	22.3468	22.686	22.5557	22.5699	22.4283	22.663	22.6004	22.8574	22.6839	22.3491
PROT_0490	22.6303	22.3286	23.0452	22.9589	22.6553	22.6028	22.6223	22.8939	22.9956	22.6086	22.8894	22.44	22.8739	22.9243	22.8844	22.8583	22.8765	22.66	22.8622	22.6403
PROT_0491	23.3116	23.7098	23.4297	23.5452	23.2416	23.3114	23.2968	23.4631	23.1885	23.2738	22.9635	23.1799	22.9302	23.1475	22.6502	22.9395	23.2866	23.4782	23.4591	23.2354
PROT_0492	24.1855	23.9629	24.1857	24.3879	24.208	24.2261	24.499	24.245	24.2213	24.4443	24.175	24.3719	24.6258	24.4903	24.1257	24.5144	24.3957	24.0917	24.0475	24.3806
PROT_0493	22.94	22.8697	22.9277	22.7232	22.8033	22.6586	23.0819	23.1576	22.7176	22.3971	23.0106	22.9176	22.9339	23.4303	22.7103	22.5972	22.3589	22.8167	22.9879	23.0467
PROT_0494	23.7705	23.9066	23.9386	24.1028	24.1739	23.8868	24.213	23.9503	24.1697	24.2115	24.1955	24.1052	23.6134	24.3394	24.1175	24.4536	24.0892	24.2899	24.2407	23.9831
PROT_0495	20.1019	19.2853	19.9541	19.9066	19.9107	19.0188	20.5604	20.0948		19.8934		19.8328	20.0463	20.349	20.2878	19.6999		20.5961	19.7521	20.2364
PROT_0496	22.3939	22.0491	22.1331	21.9726		22.0141	22.0145	22.1932	20.9708	21.339	21.9875	21.943	21.9423	22.2641	22.0824	21.6088	21.8635	22.1184	21.6474	22.043
PROT_0497	21.151	21.4783	20.8821	21.6085	21.4763	21.4889	21.3643	21.305	21.5122	21.6438	21.4563	21.5607	21.7804	21.8439	21.2795	21.4497	21.5664	21.7775	21.5178	21.367
PROT_0498	25.189	25.4183	25.3854	25.3061	25.1107	25.343	25.0676	25.0019	25.079		25.3976	25.5544	25.2424	25.2554	25.1706	25.3221	25.3067	25.4355	25.5203	25.098
PROT_0499	22.0336	21.9666	22.1662	22.4988	22.124	22.662	21.7785	21.9813	22.0564	22.2448	22.2247	22.2567	22.3898	22.721	22.3567	21.7895	22.2725	22.1482	22.0527	22.3215
PROT_0500	24.5539	24.153	24.5713	24.386	24.5246	24.3184	24.25	24.1526	24.2368	24.2307	24.1917	24.5604	24.5656	24.3466	24.5858	23.9764	24.8331	24.2318	24.4793	24.316
PROT_0501			17.282									18.4857		18.406						
PROT_0502	19.8962		19.1658	19.0564	19.2256	19.3214	19.6817		19.6631	19.5427	19.0309	19.8254			18.6353	19.5833	19.4241	20.0522	19.0896	18.9618
PROT_0503	18.735		19.5141	18.6876	18.4945	19.389	18.4124	19.8763	19.1422	19.272	19.3473			19.5233		18.7471		19.9708	19.12	18.7981
PROT_0504	24.5596	24.4552	24.5321	24.4922	24.4898	24.2192	25.0848	24.4163	24.5434	24.0663	24.4572	24.023	24.5015	24.5177	24.4103	24.6368	24.3745	24.2446	24.4434	24.352
PROT_0505	21.1069	20.7204	21.1407	20.5798	20.9172	21.4231	21.263	21.1706	21.3923	20.6929	21.1427	21.2183	21.0226	21.0563	21.236	21.2814	20.8909	20.9099	21.2297	20.8207
PROT_0506	24.2859	24.1516	24.0019	24.4913	24.5352	23.8738	24.3439	23.9896	24.1296	24.0786	24.0247	23.9027	24.0059	24.2323	24.2191	23.5755	24.0359	24.2518	23.996	23.9863
PROT_0507	20.3053		20.7547	20.2106	20.6979	20.1285	20.8084	20.7968	20.7908	20.8662	21.2218	20.7245	20.4709	20.886	20.632	20.9961	20.5438	20.5922		20.9292
PROT_0508	23.7566	23.5552		23.6274	23.3282	23.2394	23.4863	23.3368	23.5086	23.3197	23.1993	23.2049	23.49	23.3802	23.4952	23.4811	23.7067	23.1273	23.4915	23.4827
PROT_0509	21.9131		21.5506	21.9698		21.5213	21.6587	22.1538	21.7407	22.0391	21.8776	21.5684	21.9596	21.5598	21.6934	21.9662	22.2062	22.0934	22.2579	22.1706
PROT_0510	18.7181	20.8009	19.2883		18.8469			19.1986		19.4619	19.378	18.9945	19.3741	19.1	19.2878		19.0067			19.3181
PROT_0511	25.0326	24.6556	24.7734	25.0521		24.3611	24.7706	24.4701	24.9298	24.886	24.5498	24.8108	24.6304	25.0335	25.0673	24.85	24.8043	25.0417	25.0107	25.0743
PROT_0512	24.107	23.669	24.0927	23.6782	23.9511	23.2012	24.1006	23.5156	23.9967	24.0417	24.017	23.9898	24.1984	23.8577	23.827	23.6887	24.4164	23.7379	23.7588	
PROT_0513	23.9535	24.1492	23.756	23.8516	24.0728	23.9273	23.7757	23.6843	23.6606	24.0066	24.1555	24.1793	23.4738	23.8247	23.7453	23.7153	23.6085	23.8286		23.8233
PROT_0514	24.2304	23.9044	24.1542	23.8403	24.1645	23.8147	24.1147	24.3463	24.2423	24.0022	23.7191	24.4005	24.5894	23.9914	24.1399	24.4425	23.4028	24.117	24.0439	23.9718
PROT_0515	21.8824	21.4721	21.8216	21.567	22.1578	22.0037	21.6803	21.7532	21.5032	21.8867	22.0681	21.5173	21.3243	21.8307	21.6791	21.5766	21.5811	21.3532	21.9289	21.7804
PROT_0516	23.0234	23.1558	22.817	22.8955	23.2499	23.2751	23.3151	23.3124	23.1497	23.097	23.0929	23.3768	22.9461	23.4849	23.3097	23.362	23.5026	23.3317	23.1816	22.8809
PROT_0517	21.1674	21.2024	21.2843	20.8615	21.2648	21.2357	21.2172	20.8883	21.2267	21.1309	21.0764	20.8958	20.9465	21.5927	21.3455	20.9687	20.8938	21.0313	21.2891	21.0854
PROT_0518	24.3022		24.4751	24.3364	24.1103	23.9593	24.4147	24.1497	24.166	24.2142	24.3224	24.4425	24.419	24.3454	24.5632	24.1011	24.4621	24.2747	24.2402	24.3738
PROT_0519	18.9398	19.3429		19.5988	19.4966	19.2496	19.2715	19.1577		19.5841	19.284	19.6046	19.4096	19.9353	19.5769	19.4939	18.6753	19.3245	18.1831	19.2873
PROT_0520	27.5916	27.7357	27.6498	28.0104	27.5862	27.86	27.5554	27.7737	27.6938	27.843	27.4086	27.9269	27.6378	27.9113	27.7891	27.9108	27.4298	27.7004	27.5331	27.6009
PROT_0521	24.4387	23.9796	24.7001	24.2601	24.3133		24.5609	24.1793	24.2559	24.0956	24.3727	24.324	24.36	24.2308	24.5728	24.3027	24.525	23.8932	23.7759	23.8722
PROT_0522	24.1488	23.7449	24.078	23.9592	23.9403	23.6855	24.4004	24.0361	23.6199	23.6112	23.7427	24.022	23.8175	23.8911	23.9331	23.8896	23.9732		24.0834	23.5411
PROT_0523	20.5074	20.3438	20.391	20.5711	20.5979	20.5103	20.4943	20.396	21.0596	21.399	20.2773	20.8323	20.6147	20.6766	20.3231	20.6968	20.1926	20.1062		20.3485
PROT_0524	27.5734	27.1365	27.3476	27.1438	27.6817	27.2919	27.5721	27.2426	27.6967	27.2782	27.5081	27.2431	27.5358	27.525	27.535	27.165	27.5321	27.2733	27.6469	27.2382
PROT_0525	24.4619	24.5012	24.6272	24.3161	24.6232	24.585	24.5589	24.2644	24.713	24.6532	24.9812	24.1836	24.6905	24.879	24.7069	24.5247	24.4814	24.6493	24.7307	24.1059
PROT_0526		25.1909	24.9579	25.3695	24.9761	25.4402	25.3309		25.5481	25.8498	25.6889	25.7877	25.0693	25.6119	25.257	25.6447	25.4314	25.632	25.1667	25.7685
PROT_0527	24.3569	24.551	24.1797	24.8143	24.5025	24.6638	24.2417	24.7892	25.2571	25.7255	25.6443	25.4737	24.5639	24.8534	24.6567	24.7139	24.3534	24.5877	24.5711	24.7503
PROT_0528	25.2189	24.4869	24.9074	25.1946	24.9639	24.7479	24.8745	24.8277		24.8576	24.7508	24.6277	24.9421	25.2116	24.8853	24.837	25.0545	24.9874	24.9578	24.9565
PROT_0529	26.254	26.5636	26.4711	26.4516	26.4178	26.5067	26.7102	26.6962	26.5044	26.3879	26.4185	26.26	26.5351	26.552	26.4393	26.4247	26.4114	26.5431	26.0078	26.6172
PROT_0530	23.1607	22.9476	22.7006	22.7557	23.2443	22.7117	23.2082	22.8148	23.5758	22.8033	23.2988	22.6279	22.9921	22.8388	23.3067	22.4056	23.0458	22.6335	23.3353	22.5125
PROT_0531	24.1312	24.6349	24.3276	24.0072	23.7968	24.0782	23.8744	24.1177	23.9717	23.5802	23.9826	23.8571	24.0156	23.7757	23.7372	23.8655	24.1424	24.1316	24.2388	
PROT_0532	23.1113	22.5864	22.7451	22.8983	22.7054	22.9865	22.9291	22.7392	22.9594	22.7685	22.814	22.8931	22.7859	22.7931	22.9648	22.72	23.4077	22.5206	22.9546	22.9582
PROT_0533	23.4147	22.9032	22.9003	23.5708	23.4303	23.3232	23.1577	23.2256	23.1516	23.3966	22.9343	23.1065	23.2852	23.5824	23.2899	22.8443	23.4206	23.4157	23.4618	22.9854
PROT_0534	25.6164	25.1176	25.5397	25.5703	25.651	25.051	25.7208	25.6309	25.8241	25.2491	25.7318	25.2435	25.7747	25.1004	25.6474	25.6149	25.9235	25.2608	25.7759	25.441
PROT_0535	26.7127	26.6373	27.0901	26.8127	26.8093	26.9991	26.9514	26.9081	26.6696		26.8181	26.6931	26.7203	26.8564	27.1178	26.878	26.6902	26.7173	26.7755	26.8853
PROT_0536	25.2451	24.7625	25.2115	24.7843	25.5066	25.1033	25.3791	25.5347	25.2895	25.1026	25.6653	25.2117	25.3128	25.3785	25.4864	25.1423	25.3066	24.713	25.0151	25.1927
PROT_0537	26.6452	26.7006	26.6601	26.6719	26.5767	26.7605	26.5609	26.6	26.6036	26.611	26.669	26.4818	26.5069	26.6556	26.7091	26.6518	26.8021	26.5756	26.6766	26.7088
PROT_0538	23.9369	24.1312	24.0296	24.3403	24.0839	24.0879	23.7516	24.293	24.4213	24.576	23.9293	24.3181	24.1998	24.6655	24.3507	24.5328	24.6009	24.2498	24.2965	24.1558
PROT_0539	21.1042	20.7215	20.4467	20.7517	20.4864		20.3978	20.4682	20.1819	20.0507		20.1211	20.6397	20.3494	21.1077	20.7817	20.203		20.5583	20.3489
PROT_0540																		17.7804		
PROT_0541	22.4134	21.5934	21.9973	21.7641	21.9355	21.8113	21.7823	21.9206	22.2146	21.8952	22.1851	21.3776	22.1345	21.7664	22.1545	21.8665	22.3025	21.9594	21.7885	22.2968
PROT_0542	20.3863	20.2086	20.8066		20.5495	20.6411	20.5465	20.1986	20.7536	20.0714				20.3451		20.6461	20.3738		20.6927	
PROT_0543			18.8817	17.0846		17.9223					18.1175		18.6798				17.986		18.8946	
PROT_0544	25.4539	25.3827	25.6099	25.234	25.4777	25.2149	25.5903	25.6774	25.7992	25.4604	25.6746	25.5804	25.4708	25.3566	25.4353	25.3449	25.2163	25.1588	25.339	24.9022
PROT_0545	24.3321	24.2398		24.0624	24.5713	23.8903	24.3129	24.4198	24.5495	24.4023	24.2993	24.3394	24.3086	24.4795	24.5271		24.6972	24.4665	24.3562	24.5837
PROT_0546	21.7618	21.595	21.9954	21.1405	22.0735	22.0222	21.9197	21.8343	22.0465	21.611	21.9487	21.3648	21.5352	21.7087	21.5605	21.3403	21.7489	21.2271	22.1777	22.1523
PROT_0547					16.9132		15.9676									16.1355				
PROT_0548	21.4537	20.8423	20.5718	21.4248	21.0248	20.3419	20.8208	21.1212	21.1374	20.3034		20.8104	20.9316	20.6548	21.2329	21.1012	20.6186	21.2804	21.1172	
PROT_0549		18.1491		18.6104		18.9096	19.3621	18.1545	18.9775	18.2346							18.2575		18.464	19.0528
PROT_0550	25.7695	25.5136	25.5568	25.6336	25.7919	25.2215	25.779	25.494	25.8335	25.4239	26.0247	25.8583	25.899	25.7851	25.5446	25.7746	25.8086	25.663	25.5749	25.6074
PROT_0551	22.3341	22.2873	21.858	22.3655	22.4777	22.709	22.6533	22.3629	22.2904	21.9774	22.2459	22.5847	22.5709	23.0912	22.1667	22.0837	22.2311	22.3542	22.2339	22.2749
PROT_0552	26.1335		25.8857	25.9687	25.981	25.738	25.9323	26.1797	26.1447	25.9429	25.9804	26.0642	25.9431	26.4032	25.8788	25.949	26.2265	25.8014	26.321	26.0965
PROT_0553		17.1128										16.5871								
PROT_0554			18.748			18.5727					19.4265	18.9846		18.3915	18.6299	19.4515	18.0199			19.527
PROT_0555	24.3095	24.7784	24.5037	24.6075	24.4895	24.6249	24.2224	24.4075		24.6736	24.5619	24.384	24.3493	24.7136	24.6711	24.8395	24.5935	24.7602	24.3397	24.4761
PROT_0556	24.7017	24.3224	24.3427	24.7641	24.7694	24.6024	24.7567	24.5968	24.3666	24.2561	24.5507		24.1092	24.2599	24.6433	24.5242	24.7814	24.6008	24.741	24.4667
PROT_0557	20.5762		21.0092	20.6527	21.1186	21.0809	20.8434	20.5936	20.4423	20.9877	20.6669	21.1141	21.0481		20.5888	21.113	20.6449	20.7001	20.8785	20.6363
PROT_0558	20.6099	20.4012	20.4431	20.0654	20.3343	20.8516	20.4327	20.2339	19.8089		20.7098	20.1266	20.4519	19.8105	20.2854	20.3133	20.9169	20.3125	20.268	20.0901
PROT_0559	23.7857	24.0531	24.0113	23.8091	24.0706	23.7755	24.4056	23.8807	23.6839	23.7438	24.054	23.7767	24.0514	24.0676	23.9235	23.5967	23.6428	23.8781	24.0874	23.9292
PROT_0560	22.362	22.4887	22.3634	22.4994	22.4655	22.5016	22.7832	22.3438	22.0992	22.2135	21.2612	22.3714	22.3456	22.2312	22.7435	22.6101	22.6017	22.0052	22.3032	22.7305
PROT_0561	21.1747	21.3954	21.3142	21.138	21.3264	20.7797	21.6317	21.0316	21.8087	20.9337	21.1196	20.9735	21.4908	21.7131	22.1504	21.263	21.3977	21.597	21.1959	21.1188
PROT_0562	20.3317		20.6062	20.0007	20.6642	20.8666	21.417	21.1715	20.7609	20.8986	20.2236	20.8758	20.7187	20.5571	20.5712	21.2273		21.083	20.839	20.7359
PROT_0563	24.2492	24.54	24.5746	24.4231	24.209	24.3171	24.4595	24.4861	24.3498	24.427	24.6249	24.8349	24.7554	24.3851	24.3468	24.4475	24.3943	24.7061	24.3564	24.9019
PROT_0564	24.8873	25.2344	25.0607	25.4794	24.9692	25.0895	25.1236	25.3394	25.0704	24.9673	24.9825	24.9215	25.0447	25.3905	24.9465	25.1774	24.9857	25.5841	25.3753	25.1608
PROT_0565	25.6353	25.7524	25.9608	25.7236	26.1662	25.853	26.0228	25.8285	25.7103	25.9467	25.692	25.9299	25.6743	26.195	26.0678	25.9793	25.9375	25.7717	25.9675	25.7782
PROT_0566	25.6237	25.4209	25.5255	25.804	25.6134		25.9232	25.7537	25.4086	25.854	25.4018	25.466	25.5954	25.7015	25.9287	25.8139	25.7884	25.6811	25.4357	25.4964
PROT_0567	20.1294	20.6534		19.8229	20.2689		19.892	20.0378	20.0385	20.4778	20.7837	20.6534	19.8441	20.2477	20.3791	20.338	20.3373	20.8902	20.8633	20.7422
PROT_0568	21.511	21.8701	21.6641	22.1316	21.6307	22.4859	21.8711	21.9715	22.308	22.0668	21.4622	22.3292	21.4222	21.4941	21.5656	21.8041	21.4823	21.9772	22.0914	22.3176
PROT_0569	26.5277	25.8909	26.1337	26.185	26.4062	26.3126	26.2431	26.2327	26.3141	26.0138	26.3254	26.19	26.1564	26.5923	26.3109	26.703	26.1946	26.0977	25.981	26.2045
PROT_0570		20.3764	20.2349	19.9402	20.2407	19.7438	19.8546	19.973	20.4327	20.4554	20.3129	19.6748	19.7841		20.5744	20.1349	20.3934	20.485	20.2318	20.4396
PROT_0571	23.876	23.6348	23.647	23.3629	23.9498	23.9529	23.8655	23.8348	23.6764	23.643	23.8622	23.6902	23.4901	23.6853	23.6021	23.405	23.5393	23.7751	23.8386	23.5499
