protein_id	Par_t1	Par_t2	Par_t3	Par_t4	HomEdA_t1	HomEdA_t2	HomEdA_t3	HomEdA_t4	HomEdB_t1	HomEdB_t2	HomEdB_t3	HomEdB_t4	HomRevA_t1	HomRevA_t2	HomRevA_t3	HomRevA_t4	HomRevB_t1	HomRevB_t2	HomRevB_t3	HomRevB_t4
PROT_0430	22.4094	22.8203	22.4237	22.1974	22.0448	22.2714	22.4059	22.3488	22.2322	22.4074	22.2066	22.7019	22.4186	22.1612	22.0139	22.4559	22.5321	22.755	22.5285	22.3037
PROT_0431	22.5686	22.7589	22.8614	22.7125	22.5674	22.2168	22.9151	22.7052	22.618	22.0714	21.8613	22.5926	22.4118	22.6346	22.8578	22.1152	22.7478	22.6904		22.0623
PROT_0432	20.613	19.9209	20.6998	20.4584	20.0615	19.9305	20.6479	19.4926		20.4213	19.8683	19.8885	20.8908	20.3552	20.4732	20.3562	20.3666	20.1477	20.2306	20.6745
PROT_0433	22.6801	22.5983	23.0876	22.4352	22.897	22.3221	23.0162	22.746	22.3124	22.9079	22.4148	22.8114	22.8345	22.5015	22.8031	22.8054	23.0043	22.6907	22.3297	22.7246
PROT_0434	21.5951	22.2547	21.8501	21.7117	21.9046	22.1873	21.7419	21.9731	21.9162	22.2495	22.058	22.3939	21.9935	22.0723	21.9586	21.7538	21.6413	21.6656	21.6187	21.7999
PROT_0435	21.8837	21.8119	21.6953	21.5779	21.6021	22.0447	21.351	21.8539		21.5835	21.4097	21.9376	21.6392	21.7759	21.4446	21.4837	21.6558	21.4023	21.3057	21.7684
PROT_0436	20.8973	21.0311	21.0677		21.2012	21.24	21.3239	21.2647	21.8244	21.2354	21.1678	21.691	20.8934	20.8904	20.877	21.2291	21.2851	21.8059	20.9733	21.0593
PROT_0437	26.265	26.1905	26.1743	26.0685	26.2298	25.9161	26.137	25.8548	25.9887	26.1456	25.934	26.1428	26.4284	26.2941	26.4412	26.0642	26.23	26.3728	25.966	26.0328
PROT_0438	25.8721	26.0122	25.661	25.9931	26.109	26.1549	26.0215	26.0469	26.0121	26.0337	25.9336	26.23	26.0354	26.1674	25.9934	26.0611	26.0254	26.1065	25.9652	26.1173
PROT_0439	20.3342	20.4947	20.2046	20.6892			20.4695	20.3826	20.3284		20.1312	20.6509	20.2737	21.2367	20.5257	20.1278		20.6041	20.2314	20.3439
PROT_0440	22.7416	22.1709	22.3674	22.0355	22.1483	22.2651	22.0173	22.4051	21.9924	22.1063	22.5929	22.0078	22.219	21.9837	21.876	22.3213	22.3975	22.0789	22.0493	22.054
PROT_0441	22.9109	22.6475	23.0064	22.9261	23.2073	22.8162	22.6981	22.0743	22.7768	22.7582	22.3845	22.6762	22.9522	22.5557	22.8871	22.4399	23.0241	22.4944	22.9449	22.5904
PROT_0442	25.8414	25.671	25.7056	25.6589	25.4562	25.6247	25.4548	25.8124	25.6116	25.8716	25.7141	25.834	25.3252	25.3224	25.6322	25.2811	25.4639	25.5623	25.7594	25.5656
PROT_0443	23.2113	23.7355	23.2617	23.0999	23.0762	23.1747	23.4743	22.7921	23.226	23.7807	22.9013	23.6622	23.1866	23.199	22.8984	23.1765	23.0231	23.5775	23.1283	23.301
PROT_0444	25.0536	24.9049	25.2888	25.2169	25.2642	25.0182	25.3157	25.0894	25.1248	25.2222	25.0687	24.9708	25.4502	25.0296	25.0763	25.123	25.3979	25.1291	24.9261	25.2103
PROT_0445	25.8271		26.2345	25.9985	26.0485	26.0326	26.2232	26.324	26.208	26.2464	26.4335	25.9152	26.1502	26.3642	26.5081	26.317	26.1741	26.2093	26.0806	26.3876
PROT_0446	22.1395	22.1838	22.2135	21.6282	22.1074	22.1367	21.6071	21.6855	22.4584	21.9398	21.6239	21.7761		21.7574	21.5777	21.4484	22.3436	22.1552	22.3622	21.9429
PROT_0447	20.8155	20.8515	20.9716	21.8413	20.7567	20.9974	21.0735		20.7208	20.3043	21.2943	21.4389	20.8232	21.2109	21.423	20.9759	21.4303	21.0314	20.7867	20.8219
PROT_0448	23.7335	23.6123	23.9766	23.6162	23.8261	23.8509	23.5544	23.519	23.8185	23.9798	23.5572	23.9597	23.5876	23.7659	23.707	23.8333	23.2546	24.0598		23.8766
PROT_0449	21.8809	22.0626	22.1035	21.947	22.3898	22.8327	22.2661	22.3401	22.3774	22.1394	22.4077		22.0567	21.9676	22.6322	22.1144	21.6944	22.5713	22.0354	21.7417
PROT_0450	22.6594	22.6079	22.839	23.0007	23.009	22.8914	22.8514	22.7768	22.6255	22.6055	22.912	22.6627	22.9286	22.7913	22.8945	22.3645	22.7513	22.893	23.1272	22.5207
PROT_0451	26.7602	26.5755	26.6355	26.6642	26.8717	26.2741	26.4068	26.1269	26.3708	26.4116	26.5047	26.3871	26.5797	26.4485	26.5725	26.4754	26.4359	26.4766	26.7493	26.4568
PROT_0452		21.4092	21.667	21.2485	21.9369	21.414	21.9379	21.1996	21.7476	21.2865	21.7699	21.5764	21.7027	21.0501	22.0185	21.4792	21.5575	21.9812	21.7509	21.7917
PROT_0453	25.0364	24.9267	25.3482	24.9182	24.9773	24.6143	25.0529	24.997	24.9482		24.9559	24.6959	24.8977	25.184	25.2046	25.0002	25.2887	25.06	25.0	25.0716
PROT_0454	23.4655	23.2997	23.5812	23.5108	23.5124	23.0847	23.4237	23.4157	23.8139	23.5325	23.6	23.656	23.4784	23.589	24.1403	23.0908	23.6467	23.531	23.2591	22.7881
PROT_0455	24.2939	24.6221	24.4281	24.8555	24.801	24.7707	24.7733		24.3602	24.6434	24.3217	24.876	24.267	24.9154	24.785	24.5535	24.8039	24.7227	24.5451	24.7894
PROT_0456	19.8949			19.7255	20.4781	19.9641	20.5149	20.1538				19.8813		20.0722	20.6487	20.6312	20.5346	20.3541	19.8979	20.1456
PROT_0457	23.2198	23.5013	23.6179	23.1895	23.2254	23.1221	23.2097	23.0249	23.2404	22.8496	22.7613	23.4779		23.0371	22.5581	22.8035	23.0321	23.1739	23.0946	22.9653
PROT_0458	18.0098			18.0652		15.9937				17.3866		17.6456	16.6254					18.3429		
PROT_0459	23.8399	23.9276	24.0809	23.9516	23.9561	23.8538	24.0947	24.2875	23.6524	24.0475	23.5742	24.4786	23.7737	24.0994	23.8853	24.075	24.1009	23.8942	23.9263	24.017
PROT_0460	22.968	23.0655	23.0378	23.1744	22.766	22.7496	23.02	22.8908	22.8764	23.3896	22.8955	23.5186	22.8155	23.0728	23.2395	23.0036	23.0156	23.1161	22.9549	22.7716
PROT_0461	21.685	22.0985	21.8148	21.5658	21.4577	22.0244	21.7049	21.5779	21.9409	21.6646	21.9545	21.9296	22.1749	22.077	21.7729	21.7835	22.0769	21.8862	21.6131	21.9704
PROT_0462	26.6595	26.5251	27.0813	26.6058	26.8959	26.4595	26.9347	26.5483	26.7498	26.5248	26.7065	26.817	26.8537	26.6721	26.6255	26.5451	26.9296	26.6884	26.5307	26.7207
PROT_0463	23.2098	23.5426	23.4044	23.5221	23.203	23.5111	23.1548	23.5352	23.432	23.1161	22.9103	23.1091	23.069	23.0609	23.3832	23.047	23.4002	23.6316	23.3738	23.0846
PROT_0464	25.7944	25.5995	25.9127	25.6033	25.5081	25.652	25.6405	25.8465	25.5639	25.6767	25.4722	25.7761	25.5044	25.4753	25.7471	25.6192	25.7045	25.7009	25.4504	25.4775
PROT_0465	23.9904	23.9991	23.5902	23.6629	23.5628	24.047	23.7337	23.7292	23.7481	23.9596	23.8551	24.1973	23.3172	24.1269	23.5971	23.8124	23.6415	23.5657	23.3553	23.6692
PROT_0466	21.5988	21.9738	21.628	21.9036		21.9256	22.168	21.8361	21.8421	21.5062	22.1038	22.2426	21.7515	21.6641	22.2194	21.6114	21.5733	22.1604	21.0748	21.6204
PROT_0467	23.4215	24.4619	23.5069	23.6735	23.7422	23.4438	23.6075	23.4605	23.7595	23.6515	23.5533	23.7828	23.6244	23.7103	23.4634	23.7215	23.8198	23.8658	23.0921	23.7567
PROT_0468	22.592	22.4714	22.3257	22.5964	22.7212	22.6512	21.9918	22.524	22.8912	22.6879	22.2231	22.7914	22.9046	22.4005	22.5849	22.5104	22.2674	22.6545	22.6442	22.4368
PROT_0469		18.4105	17.8138			17.7758		18.4458			19.0667									
PROT_0470	25.0504	25.3029	25.117	24.886	25.3607	25.3258	25.1517	25.2608	25.1747	25.3072	25.2243	25.5359	25.3569	25.2558	25.2981	25.2771	25.2398	25.2753	25.3224	25.1527
PROT_0471	26.8152	26.6428	26.9958	26.6468	26.78	26.8318	26.8592	26.8268	26.9184	27.1943	26.6704	26.8203	26.7783	26.7111	27.0328	26.77	26.9428	27.0811	26.7993	26.785
PROT_0472	27.7911	27.5225	27.5181	27.337	27.886	27.5543	27.7662	27.6279	27.5533	27.4671	27.8038	27.7027	27.6617	27.7832	27.7185	27.4262	27.7182	27.6642	27.7807	27.3665
PROT_0473	22.1005	21.7978	21.5348	21.602	21.4826	22.0997	21.6895	21.8531	21.7884	22.1778	22.0747	22.6261	21.6625	21.7785		21.774	21.6213	21.5074	21.5882	
PROT_0474	25.5092	25.6994	25.7934	25.6485	25.6486	25.8194	25.5715	25.5922	25.8298	25.8166	25.7862	25.9375	25.3695	25.9756	25.7884	25.8361	25.6991	25.6573	25.6623	25.4839
PROT_0475		20.4143	19.3866			19.0381	19.9022	19.0374		19.8508				19.9761			19.9263		19.8043	19.2028
PROT_0476	26.1941	26.2685	26.4115	25.9256	26.4266	25.9265	26.5525	26.1298	26.4634	26.5812	26.3201	26.396	26.2425	26.2565	26.2081	26.2848	26.323	26.1453	25.9546	26.1983
PROT_0477	23.4118	22.998	23.0867	23.3052	23.7654	23.2301	23.393	23.1803	23.3098	23.5646	23.6146	23.1807	23.1216	22.9811	23.2459	23.1647	23.2884	23.2991	23.1603	23.101
PROT_0478	26.2997	26.237	26.5845	26.2012	26.5975	26.2105	26.6238	26.3871	26.4852	26.1103	26.3562	26.5237	26.6682	26.6138	26.723	26.1194	26.5013	26.4415	26.5826	26.4996
PROT_0479	24.8364	24.9828	24.8217	24.5585	24.7112	24.6593	24.3247	24.7093	24.6666	24.8981	24.9034	24.8702	24.8946	24.907	24.8255	24.7737	24.9296	24.9499	24.8066	24.962
PROT_0480	21.3124	21.5444	20.7756	21.3126	20.7277	21.1432	20.8957	20.9649		21.0524	21.0157	21.2174	21.0759	21.3763	21.1574	20.9265	21.3237	21.2924	21.2811	21.3688
PROT_0481	21.9663	21.9674	22.4144	22.5828	22.7111	22.8608	21.9884	22.2955	22.1416	22.7985	22.2458	22.1483	22.083	22.8127	22.4111	22.0142	22.1563	22.3366	22.0677	22.2838
PROT_0482	22.2379	22.4678	22.5305	22.0931	21.9084	21.9695	22.0453	21.8668	21.8502	22.102	21.9919	21.8924	22.1307		22.2667	21.9254	22.054	22.3264	22.0355	22.127
PROT_0483	24.645	24.442	24.6417	24.9324	24.5286	24.4927		24.6753	24.5636	24.5055	24.4788	24.2304	24.4744	24.3526	24.4107	24.3516	24.5354	24.5185	24.467	24.2895
PROT_0484	25.9247	25.7989	25.9936	26.0044	26.0957	25.8106	26.3607	25.8165	25.9365	25.8947	26.0659	26.0092	26.0755	25.9509	26.2675	25.8111	26.1319	25.8068	25.9789	26.0439
PROT_0485		18.8286	19.9431	18.2257	19.1821	18.3202	18.9714			19.0374	18.1516			17.876			19.2577	19.242		
PROT_0486	20.9716	21.6395	20.9581	20.6844		20.6329	20.9145	20.6501	21.6459	21.2293	21.3678	20.7402	21.4294		21.2109	20.6894	21.2406	21.2869	21.0835	20.2594
PROT_0487	23.8717	24.2756	24.1359	24.2786	23.8871	24.1274	23.818	23.936	23.9947	23.8075	23.7615	24.1547	24.1229	24.3374	24.0939	23.8287	23.8804	24.1241	24.1773	24.2976
PROT_0488	21.5096		21.581	21.7142	21.0739	21.4962	21.4407	21.2591	21.4879	21.2725	21.2804	21.5768	20.933	21.4793	21.3947	21.5723	21.4791	21.67	21.6242	21.2212
PROT_0489	22.2859	22.5209	22.8341	22.3796	22.41	22.775	22.4334	22.3919	22.612	22.545	22.4873	22.5055		22.7873	22.5421	22.3524	22.6619	22.5999	22.6176	22.515
PROT_0490	23.1516	22.8648	22.9667	23.0222	22.7872	22.7633	22.9462	22.8948	22.7617	22.664	23.2024	23.2023	23.0917		23.4327	23.0258	22.8187	23.206	22.8355	23.1259
PROT_0491	23.2406	22.9829	23.7949	23.6023	23.3868	24.0067	23.7125	23.2574	23.9542	23.4815	23.1332	23.4573	23.4527	23.3847	23.611	23.5641	23.421	23.564	23.4953	23.4294
PROT_0492	24.5117	24.5196	24.6631	24.6353	24.2164	24.1561	24.4304	24.214	24.5448	24.5534	24.3586	24.5523	24.2354	24.4887	24.0371	24.5999	24.5434	24.7041	24.6444	24.3176
PROT_0493	22.764	22.737	22.9338	23.1102		22.8488	22.6943	22.6581	22.7045	23.058	22.7123	22.9568	22.3803	22.8284	22.7595	22.5944	22.8296	23.0032	22.0809	22.9324
PROT_0494	24.2996	24.3459	24.0315	24.3693	24.3254	24.1005	23.8382	23.8952	24.0942	24.2245	24.3453	24.3224	24.274	24.0208	23.9636	24.1204	24.0184	24.3741	24.25	24.0276
PROT_0495	19.5746	19.9416	20.0828	20.0497		19.5035	20.4426		20.5315	20.3001	19.2194	20.2639	20.9559	19.839		19.9349	20.1256	20.14	20.3931	19.8026
PROT_0496	21.6923	21.5609	22.2342	21.4817	21.9328	21.673	22.0484	22.0591	21.6268	21.7453	22.1189	21.5594	21.9436	21.7448	22.0766	21.9406	22.0056	21.9012	21.8151	22.0171
PROT_0497	21.9593	22.1558	21.7838	21.6766	21.8757	21.3526	21.6521	21.0751	21.818	21.1902	21.9175	21.7209		20.8366	20.8354	20.7694	21.5946	21.9258	21.4871	21.6346
PROT_0498	25.0363	25.4603	25.2092	25.4287	25.1718	25.1856	25.245	25.2217	25.315	25.4811	25.0914	25.2747	25.3675	25.237	25.6405	25.3841	25.3071	25.5482	25.2808	25.5871
PROT_0499	22.2684		22.6037	22.6801	22.5028	22.5052	22.3253	21.9702	22.2051	22.4881		22.5538	22.5375	22.7475	22.2956	22.6498	22.182	22.8689	22.4088	22.5896
PROT_0500	24.3726	24.0443	24.5074	24.1415	24.3784	24.3231	24.3094	23.8777	24.362	24.5217	24.2029	24.2798	24.2942	23.9204	24.7968	23.9367	24.4332	24.4934	24.4567	24.4881
PROT_0501		19.6317			17.7792				17.9147	17.342					17.9218	18.2514				
PROT_0502		20.1597		19.8015		19.2751	20.0452	19.559	18.4955			19.4691	18.9118	19.9254	19.4765	18.8505	20.165		19.1419	19.3762
PROT_0503	19.8802		19.401	18.5482	19.4247		19.4791		19.2981	18.847	18.8731		18.5129		18.9104	18.5327	19.5356			19.0988
PROT_0504	24.4903	24.279	24.8592	24.4919	24.5103	24.5861	24.3153	24.555	24.0255	24.2666	24.5831	24.4606	24.2688	24.7007	24.0854	24.4906	24.5101	24.4335	24.2268	24.3988
PROT_0505	21.0808	21.3631	21.056	20.9302	21.2836	20.6073	21.7017	21.1222	21.7929	20.9233	21.5266	20.9981	20.9787	20.7973	20.8974	21.0357	21.098	21.2715	21.1271	19.831
PROT_0506	24.1277	23.859	24.0259	23.9894	24.196	23.9446	23.9309	23.9633	23.9113	23.9104	24.0486	23.3435	23.9723	24.0741	24.4347	24.0662	23.8676	24.0557	24.0164	23.9361
PROT_0507		20.9962	21.1505	20.9602	20.549	20.6942	21.1505	20.3928	19.947	20.9527	20.6289	20.9811	20.0481	20.8417	20.8198	21.0952	21.1185	20.6325	20.3058	20.9644
PROT_0508	23.3718	23.445	23.4774	23.4243	23.9324	23.6245	23.7811	24.0391	23.7032	23.4469	23.2854	23.375	23.0823	23.6999	23.4527	23.6244	23.102	23.8518	23.2913	23.6715
PROT_0509	21.9602	21.8011	21.7462	21.4665	22.1258	21.725	21.953	21.553	21.7868	21.0706	21.5353	21.2163	21.897	21.597	22.2909	21.4376	21.5913	21.7263	21.9046	21.8397
PROT_0510	19.6565	19.6797	19.6458	19.4103	19.2017		18.792	19.5005	19.1986	20.2728	19.4297		19.4454	19.505	19.2404		19.5673	19.4903	18.9983	19.8685
PROT_0511	24.635	24.9084	25.1352	24.9205	24.6164	24.5447	24.8683	24.7159	25.069	24.8014	24.6425	24.6765	24.9589	24.937	24.8441	24.7398	25.0354	24.9399	24.8538	24.7013
PROT_0512	24.0527	23.9593	24.0284	23.6486	23.9619	23.3435	23.7401	23.7056	23.9605	23.5338	23.6758	23.7687	23.9439	23.6333	23.5527	23.379	23.7576	23.4165	23.6853	23.0644
PROT_0513	23.8106	23.8047	24.2453	23.4547	23.6119	23.5768	23.7654	23.6596	23.8057	23.7069	24.1441	23.6498	23.7379	23.9376	23.6731	23.3456	23.7131	23.7453	23.7627	23.8329
PROT_0514	24.2948	23.7873	24.5974	23.7676	24.2231	23.9783	24.2336	23.9417	23.7843	23.7526	23.984	24.3785	24.0222	24.1356	24.3869	23.9585	24.2685	23.8614	24.214	24.5036
PROT_0515	21.4916	21.3601	21.3274	21.2812	21.7741	21.7157	21.1497	21.7332	21.5512	21.4562	21.3851	22.0518	21.4856	22.1645	21.3223	21.7531	21.3699	21.9164		21.4127
PROT_0516	23.1733	23.0908	23.4998	22.8689	23.5431	23.1973	23.0619	23.5575	22.7221	22.9794	23.1185	23.4505	22.9304	23.3352	22.7416	22.7353	23.2123	22.9923	23.0483	23.1238
PROT_0517	20.9334	20.6681	20.7986	21.0685	21.2793	21.502	21.2489	20.8561	21.3975	21.219	20.8359	21.1456	20.8513	20.8738	21.8106	20.6764	21.4785	20.6016	21.2691	20.7689
PROT_0518	23.9122	24.4489	24.688	24.3899	24.2063	24.3073	24.1982	24.4672	24.3699	24.8909	24.1661	24.4635	24.2441	24.3477	24.5917	24.3216	24.0846	24.4661	24.2009	24.172
PROT_0519			19.0764	18.9689	19.0449		19.2204	19.1077	18.5235	19.5394		19.5494	18.541	19.3998		19.3886	19.0408		19.8798	
PROT_0520	27.4477	27.6676	27.8599	27.6408	27.472	27.7876	27.7925	27.6919	27.6708	27.6201	27.6133	27.8182	27.837	27.7724	28.1248	27.9303	27.3815	27.1882	27.3763	27.1266
PROT_0521	24.8355	24.477	24.5766	24.3716	24.5459		24.4027	24.1214	24.3945	24.6139	24.4148	24.4182	23.9943	24.7702	24.651	24.1869	24.38	24.3252	24.4538	24.5298
PROT_0522	23.8733	23.6452	24.0694	24.039	23.8345	23.8406	24.1064	23.8237	24.281	23.949	23.7445	23.8301	23.609	23.7835	23.7591	23.9065	23.7827	23.8252	23.9592	23.8752
PROT_0523	20.4317		20.9527	20.2729	20.2611	20.018	21.2164	20.137		20.8418	20.7326		20.5766	20.9096	20.8657	21.1035	20.98		20.7974	20.2881
PROT_0524	27.5161	27.6227	27.3334	27.4299	27.2725	27.5578	27.5628	27.4236	27.5488	27.3789	27.5057	27.6735	27.4375	27.6483	27.4539	27.369	27.458	27.4916	27.0226	27.3939
PROT_0525	24.4233	24.5555	24.3545	24.4474	24.2956	24.4226	24.2326	24.2892	24.1577	24.3353	24.6876	24.8572	24.3163	24.6671	24.341	24.4483	24.4326	24.2867	24.3365	24.6081
PROT_0526		25.3412	25.1757	25.1728	25.4694	25.1648	25.3204	25.4516	25.2161	25.3268	25.4571	25.2551	25.0764	25.4702	25.4959	25.1034	25.0427	25.3494	25.3989	25.259
PROT_0527	24.8582	24.8323	24.7321	24.7437	25.7948	25.9424	25.5035	25.336	25.7487	25.7715	25.7271	26.2241	24.4974	24.609	24.3277	24.7406	24.9512	25.1612	24.8864	25.1065
PROT_0528	24.7951	24.4977	24.9787	24.2667	24.9463	24.2006	24.9516	24.4907	24.994	24.4121	24.4404	24.61	24.9086	24.8343	24.8934	24.5389	25.1156	24.4513	24.8238	24.6003
PROT_0529	26.5722	26.3678	26.6138	25.9831	26.8974	26.4487	26.4538	26.3733	26.4042	26.3154	26.5888	26.529	26.7323	26.3638	26.7009	26.6436	26.5759	26.6055	26.538	26.2334
PROT_0530	23.1587	23.0185	22.9633	23.0426	22.9602	23.0616	22.4657	22.7344	23.3442	23.2605	22.9876	23.2139	23.0748	22.727	22.9641	23.0883	22.8499	23.215	22.8186	22.9384
PROT_0531	23.8313	24.317	24.2557	24.2097	24.098	23.9699	24.1974	24.2149	24.0774	24.0847	24.3641	24.346	23.8476	24.0031	23.9695	23.9871	24.1626	24.0455	24.0342	24.5883
PROT_0532	23.0376	22.9426	22.7142	23.1001	22.5524	22.4398	22.5473	22.5623	22.9756	23.133	22.7862	22.7145	22.5173	22.7901	22.6958	22.8077	23.179	22.6695	23.1813	22.8576
PROT_0533	23.047	23.4131	22.9687	23.5183	22.8085	23.0082	23.073	23.2623	23.0547	23.1086	23.118	23.4298	22.9956	22.624	23.0586	22.9247	23.036	23.3708	23.1351	22.9196
PROT_0534	25.5978	25.4986	25.6866	25.5717	25.3962	25.3266	25.3663	25.381	25.3931	25.751	25.7448	25.5601	25.7402	25.3192	26.0014	25.4324	25.6313	25.5784	25.6145	25.4603
PROT_0535	26.8177	27.0062	26.8923	26.7418	26.6537	26.4321		26.5416	26.6401	26.8504	26.7445	26.8348	26.7315	26.8027		26.4672	26.9805	26.9082	26.6147	26.6882
PROT_0536	25.092	24.8932	25.1713	24.9916	25.3056	24.5966	25.2666	25.019	25.0368	25.1937	25.1649	25.3123	24.8365	25.1503	25.2121	25.2074	25.112	24.9133	25.2699	25.0071
PROT_0537	26.9502	26.4859	26.6394	26.6938	26.4882	26.7499	26.7713	26.5956	26.9771	26.4475	26.7869	26.8489	26.4449	26.4782	26.6168	26.7581	26.9709	26.6868	26.998	26.6918
PROT_0538	24.2519	24.188	24.2586	23.98	24.8482	24.1011	24.3366	23.7803	24.2494	23.7366	24.2367	24.1636	23.2274	23.4957	23.3222	23.0802	24.3913	24.3056	24.4505	24.2669
PROT_0539	20.7605	20.1618	20.4328	21.0417	20.878	20.752	21.1456		20.8207	20.8703		20.6567	20.7782			20.3712	20.9443	20.5467	20.6609	20.4835
PROT_0540			17.9656		16.8397															
PROT_0541	22.2125	21.7732	22.1649	21.6924	22.1453	22.0753	22.1134	22.1189	22.5253	22.0823	21.9025	22.1824	21.8932		21.9226	21.8559	21.8908	22.1678	21.5002	21.6175
PROT_0542	20.425	20.9612	20.2935	20.5141	20.4391	20.4231	20.6105		20.1377	20.3276	20.516	20.4578	20.5224	20.8129	20.7689		20.3231	20.6182	19.6707	20.604
PROT_0543	17.7204		18.7957		17.9926	18.6988			18.3354				17.9653		18.9828		19.0874		19.1521	
PROT_0544	25.3541	24.8475	25.2031	25.1469	25.4639	25.1852	25.5608	25.3427	25.5951	25.2415	25.5886	25.3035	25.1053	25.0478	24.9816	25.0314	25.1345	24.8869	25.2191	24.7718
PROT_0545	24.1896	24.623	24.0794	23.9316	24.1897	23.9639	24.4411	24.4825	23.98	24.3431	24.0882	24.5824	24.5567	24.5259	24.3123	24.6173	24.7648	25.0022	24.4498	24.7291
PROT_0546	22.0078	21.6342	21.6778	20.9291	21.894	21.2619	21.9199	22.0914	21.9722	22.0412	22.2734	21.8994	21.5424	21.5883	22.1739	21.3851	21.477	21.7697	21.8345	21.9236
PROT_0547													16.5015					16.5854		
PROT_0548	20.9945	20.5695		20.5257	20.9048			20.8234	20.3367	21.4006	21.5958	20.6008	20.7344	21.3349	19.8963	21.0247	20.976	20.9815	21.1407	20.4857
PROT_0549	19.1867	18.3281	19.4243	18.9051	18.482				19.0756	17.5704	18.0083			18.262			19.3486			18.2772
PROT_0550	25.5002	25.4862	25.8865	25.8161	25.7902	25.658	25.694	25.5294	25.8496	25.9563	25.6654	25.9708	25.7854	25.8143	26.0724	25.7637	25.8784	25.5882	25.7205	25.8835
PROT_0551	22.187	22.0422	22.223	22.3881	22.135	22.0132		22.3026	22.2876	22.298		22.7942	22.3486	22.3045	21.9739	22.1875	22.3893	22.4454	22.2181	22.4434
PROT_0552	26.1401	26.1819	25.8363	25.8648	26.0054	25.8863	25.8035	25.959	25.9443	26.1666	26.0438	26.0914	26.1221	25.947	26.108	26.013	25.9514	26.2538	25.8527	26.185
PROT_0553			17.4002							17.1496										
PROT_0554	19.1483	19.3885	18.473	18.7778					18.4236	19.0393			19.3342	18.8454		18.3039	18.8328			19.4394
PROT_0555	24.6026	24.2943	24.2594	24.094	24.5654	24.267	24.3708	24.2886	24.4775	24.5062	24.4275	24.3622	24.5527	24.4742	24.7863	24.2005	24.1059	24.3553	24.4054	24.186
PROT_0556	24.7768	24.6171	24.6729	24.3934	24.9885	24.5515	24.3897	24.2833	24.5575	24.7209	24.619	24.5807	24.6445	24.6174	24.6927	24.3251	24.775	24.2494	24.5814	24.4184
PROT_0557	20.2811	20.5966	20.5944	20.6621	20.4134	20.4095	20.9137	21.3353	20.1327	20.7655	20.4645	20.6026	20.1623	20.729		20.1365	20.9022	21.1157	20.8002	20.7153
PROT_0558	19.8215	20.0716	20.3979				20.7329	20.4129	20.2712	20.2736	20.267	20.7652	20.2871	20.198	20.2589	20.362	20.6546	20.5019	19.9505	20.941
PROT_0559	23.9481	23.5908	23.8568	23.8197	23.7305	23.3464	23.9186	23.7806	24.1942	23.2629	23.9113	24.0174	23.9142		23.6086	23.6811	23.9746	23.3132	23.809	23.3791
PROT_0560	22.0776	22.2419	22.0249	22.3426	22.4975	22.2764	22.2307		22.4176	22.0714	22.2018	22.4431	22.5076	22.6975	22.5677	22.3661	22.2534	22.734	22.1777	22.6239
PROT_0561	20.6696	21.2769		20.951	20.4632	20.9043	20.8057	21.0915	21.4578	20.701	21.0962	21.0218	21.0282	20.7684	20.7413	20.6503	21.1828			21.0831
PROT_0562	21.023	21.5726		20.8893	20.8316	20.7673	21.0201	20.7038	20.5717	20.3132	20.8603	21.232	20.6767		21.113	20.9861	20.9073	21.004	20.8444	20.6744
PROT_0563	24.6321	24.3098	24.6412	24.4895	24.9558	24.5989	24.7937	24.3061	24.643	24.101	24.6846	24.3218	24.5556	24.3004	24.6711	24.4484	24.2715	24.7265	24.4691	24.6284
PROT_0564	24.3766	25.2962	24.8593	25.2996	24.8011	25.3111	25.205	25.4209	25.0065	25.3097	24.6627	25.3742	24.7562	24.9813	24.6173	25.068	24.9109	25.1564	24.8926	25.2169
PROT_0565	25.9209	25.5281	25.7075	25.8267	25.6443	25.683	25.7676	25.2656	25.8956	25.6264		25.542	25.5414	25.5965	25.8436	25.6211	26.1051	25.8908	25.9971	
PROT_0566	25.7548	25.7853	25.6728	25.7764	25.6555	25.3766	25.7434	25.4727	25.5857	25.5227	25.4469	25.3323	25.6166	25.4169	26.0431	25.2039	25.7137	25.6535	25.516	25.4244
PROT_0567	19.7338	20.768	20.541	20.4333	20.3537	20.3946	20.4752	20.7717	19.8393		20.309	20.6161		19.6488	20.607	20.5015	20.7575	20.0047	20.7214	20.4795
PROT_0568	21.6777	22.1097	21.7883	21.3418	21.9474	22.1643	22.1628	21.6035	22.01	21.5686	22.1132	21.3321	21.8724	22.266	22.2617	21.5617	21.9966	21.9138	21.8402	21.5811
PROT_0569	26.622	26.1105	26.3851	26.3852	26.5296	26.2172	26.4243	26.1931	26.5127	26.1097	26.17	26.0211	26.5308	26.1206	26.0475	25.7687	26.0842	26.0087	26.2563	25.9185
PROT_0570	19.8936	19.7382		20.3134	20.0748	21.0923		20.4246	20.8317	20.5329	20.0858	20.7591	20.4112		20.092	19.5642	19.5533	20.6969		20.3832
PROT_0571	23.8917		23.7468	24.0887	23.6261	23.6883	23.7954	23.8027	23.8527	23.6039	23.6081	23.754	23.867	23.9045		23.7722	24.0145	24.1459	23.9292	23.4111
PROT_0572	23.6189	23.9008	23.7229	23.7076	23.3564		24.1243	24.1931	22.7402	23.0529	22.9191	23.2935	23.9228	24.1322	24.2806		24.0994	23.9409	23.8798	24.0257
