protein_id	Par_t1	Par_t2	Par_t3	Par_t4	HomEd_t1	HomEd_t2	HomEd_t3	HomEd_t4	HomRev_t1	HomRev_t2	HomRev_t3	HomRev_t4
PROT_0687	25.7383	25.3555	25.7441	25.3985	25.5554	25.6754	25.6533	25.6196	25.527	25.6031	25.7679	25.6195
PROT_0688	23.7638	23.2424	23.9145	23.6006	23.5132	23.7059	23.5451	23.7267	23.6554	23.4754	23.2115	23.3271
PROT_0689	22.7435	22.9725	23.1539	22.6004	23.0396	22.9392	23.0437	22.7872	23.2491	22.611	23.2209	22.9272
PROT_0690		19.8621	19.0423	18.7274	18.5768		18.8442					19.6394
PROT_0691	20.6959	21.1795	20.8751	20.7352	20.4221	20.4453		20.1169	20.5359	20.9118	20.4516	20.9698
PROT_0692	21.7317	21.7747	21.9739	22.085	22.3202	22.3145	22.5603	21.6838	22.168	21.4939	22.0471	22.0844
PROT_0693	26.3607	26.7495	26.3331	26.256	26.9004		26.7708	26.6753	26.651	26.7714	26.6198	26.4859
PROT_0694	24.0385	24.0654	24.1182	23.76	24.1259	24.2868	23.9947	23.8561	24.0248	23.657	23.9134	23.9078
PROT_0695	20.4039	20.4555	21.4349	21.0003	21.0753	20.8294	21.3182	20.2593	21.4649	21.2241	20.646	21.1345
PROT_0696	26.4362	26.5704	26.6766	26.8141	26.7028	26.5832	26.6509	26.6364	26.8513	26.3091	26.8221	26.7338
PROT_0697	20.9457	20.594	20.3028	20.8932	20.7789	20.4418	20.4766	20.1323	20.7769	20.8685	20.53	20.6633
PROT_0698	22.8906	23.1153	22.8229	22.7351	22.6758	22.6924	22.6673	22.9424	22.7508	22.9578	23.1213	22.7767
PROT_0699	20.3906	20.0828	20.18	20.3777	20.2484	20.6053	19.9827	19.937	20.161	20.478	20.2983	20.5467
PROT_0700	27.9497	27.4921	27.8422	27.8968	27.8617		27.9336	27.7595	27.6104	27.6118	27.3762	27.5353
PROT_0701	24.4488	24.2706	24.4753	24.0362	24.1732	24.3385	24.2423	24.2088	24.5825	24.1391	24.4658	24.3271
PROT_0702		19.5815	20.091	20.1202	20.3749	20.3027	19.3545		19.9955		19.49	20.053
PROT_0703	22.3336	23.032	22.6321	22.0588	21.8225	22.2422	21.984	21.8459	21.7434	21.9062	21.4012	21.8633
PROT_0704	21.1378	21.5558	21.0101	21.1925	21.0257	21.1155	20.318	21.5717	21.0186	20.9335	21.046	21.0631
PROT_0705	22.2826	22.5508	22.7547	22.7216	22.6332	22.4885	22.3417	22.4108	22.5307	21.982	22.5011	22.4395
PROT_0706					19.4485	18.8603	19.1118		18.2344	18.5465	18.7581	18.9264
PROT_0707	23.469	22.9913	23.2607	23.5544	23.7057	23.0274	23.496	22.6809	24.059	22.8539	23.4187	23.2127
PROT_0708	22.7288	22.4005	23.063	22.7756	23.2402	22.6916	22.3331	22.4301	22.9628	22.709	22.9492	22.8943
PROT_0709	23.8512	24.1336	23.939	24.0812	23.6017	23.8986	24.0444	23.7548	24.1001	23.6231	24.0183	23.9992
PROT_0710	22.4424	22.4347	22.7458	22.3763	21.8471	22.8072	22.2387	22.226	22.4973	22.3762	22.2196	21.972
PROT_0711	20.2667	20.611	20.5822	20.5567	19.8302	20.9502	20.2456	20.6398	20.2134	20.2482	20.0801	20.2624
PROT_0712	22.9528	22.5463	22.4346	22.4319	22.5243	22.7003	22.5038	22.3653	22.5205		22.0413	22.5626
PROT_0713	28.8445	28.9372	28.9887	29.0203	29.097	29.3409	28.8631	28.9041	29.01	29.1686	28.8568	29.2434
PROT_0714	20.0383	20.3876	20.8372		21.2697	20.5929	20.1031	20.5208	20.5103	21.159	20.243	20.1424
PROT_0715	23.493	23.7054	23.4589	23.7371	23.1559	23.7287	23.5013		23.7588		23.5083	23.2169
PROT_0716	24.9665	24.7086	24.8483	24.8015	24.745	25.0539	24.9348	24.9651	24.9275	24.7203	24.7714	24.8159
PROT_0717	22.2575	22.166	22.2176	22.7024	22.4646	22.3892	22.7043	22.1118	22.4209	22.5475	21.9984	21.8159
PROT_0718	26.2491	26.0604	26.1266	26.3573	26.3516	26.5185	26.2528	26.0704	26.1569	26.0668	26.102	26.1006
PROT_0719	27.6136	27.8718	27.892	27.494	27.3394	27.4916	27.4892	27.3454	27.4658	27.339	27.7609	27.2838
PROT_0720	22.8918	22.8913	23.0611	22.7549	22.8634	22.6847	22.6079	22.4195	22.9125	22.6636	23.0794	22.8569
PROT_0721	19.9882	20.155	20.1805		20.1504	19.5704	20.0649	19.6024	20.1648		20.0029	20.4732
PROT_0722	22.9504	22.4086	22.891	22.9054	23.1905	23.0348	22.5656	23.01	23.0472	22.6284	23.1617	23.2838
PROT_0723	22.8606	22.8435	23.0535	22.6212	22.8082	22.9884	22.707	23.1563	23.1125	22.9739	22.6316	22.3902
PROT_0724	24.6878	24.6131	25.0033	24.9394	24.8162	24.5418	24.5825	24.8307	24.6445	24.4174	24.555	24.815
PROT_0725	25.6966	25.8543	25.9301	26.0397	25.8129	25.7775	25.7422	25.8401	25.8706	25.95	26.1198	
PROT_0726	25.7296	25.8838	25.8702	26.1946	26.0472	25.9878	26.0734	25.9884	25.6165	25.7713	25.7085	25.885
PROT_0727	26.0138	25.9745	26.0911	25.6635	26.0756	25.944	25.9853	25.8802	26.0369	25.7678	25.8392	25.9254
PROT_0728	24.4451	24.6719	24.7724	24.9473	24.8303	24.6197	24.9319	24.8869	24.6159	24.6816	24.5208	24.5339
PROT_0729			17.306	17.5942								
PROT_0730			20.4202	20.8899	20.4401	20.2012	20.55	20.3082	20.9314	20.5965	20.4126	20.6426
PROT_0731	21.9412	21.8965	21.6256	21.742	22.2291	21.6592	21.6965	21.6935	21.746	21.8738	22.0332	21.6483
PROT_0732	20.9477	21.1881	21.284	21.4993	21.5338	21.1325	21.7624	20.9085	20.9395	21.5699	21.1733	21.2612
PROT_0733		21.112	20.4038	20.8132	20.8056	20.8219	21.061	20.7666	20.8064	20.7809	20.4557	20.833
PROT_0734	24.8159	24.4336	24.537	24.5632	24.801	24.5727	24.7649	24.761	24.6528	24.399	24.4291	24.3133
PROT_0735	20.6484	21.0531	20.9032	20.4389	20.6713	20.3118	20.0812	20.2443	20.6653	20.1084	21.1023	
PROT_0736				18.4423				19.7037	18.4429		18.6049	
PROT_0737	27.4972	27.8013	27.7184	27.7614	27.8687	27.3134	27.6358		27.6663	27.4359	27.6322	27.4545
PROT_0738	24.2818	24.0505	24.1106	24.3406	24.2418	24.203	24.293	23.9514	24.2857	24.348	24.2988	24.1246
PROT_0739	23.2076	23.4795	23.6228	23.2582	23.34	23.6397	23.3891	23.1269	23.5815	23.1357	23.3599	23.1088
PROT_0740	20.9002	19.9271	20.1408	21.0556	20.5188	20.3096	19.9305	20.3697	20.8919	20.3838	20.1998	20.6333
PROT_0741	22.6051	22.8866	23.3249	23.2058	23.7378	23.4089	23.0694	23.1534	23.2672	22.6381	23.1237	22.8984
PROT_0742	25.3394	25.1715	25.4399	25.4093	24.9398	25.5584	25.2239	25.1039	25.3962	25.5262	25.2901	25.5706
PROT_0743	21.6124	21.7694	21.6834	21.2578	21.6169	22.0081	21.5871	21.6082		22.2788	21.7033	
PROT_0744	23.2256	22.947	23.248	22.9154	23.1655	22.8271	23.2584	23.1476	23.6152	23.5287	23.5944	23.4156
PROT_0745	19.8277	19.7206		20.0547	20.2871	19.4834	19.846	20.3681	19.4239	19.8479	19.6023	20.2653
PROT_0746	25.4889	25.1018	25.5183		25.2984	25.2305	24.9723	25.4993	25.6845	25.5193	25.2762	25.4213
PROT_0747	22.9892	23.4987	23.6093	23.1886	23.4606	23.2789	23.2727	23.2899	23.3413	22.9564	22.9583	23.0044
PROT_0748	22.9277	23.3376	23.3016	23.3886		23.3039	23.2276	23.4042	23.2923	23.0492	23.1191	22.9772
PROT_0749	24.7326	24.3772	24.7546	24.846	25.1457	24.4063	24.5523	24.4871	24.5742	24.4391	24.6945	24.4876
PROT_0750	25.0917	25.2052	25.1121	25.4868	25.3143	25.4838	25.4051	25.203	25.5122	25.0979	25.4014	25.5681
PROT_0751			19.024	17.6424	18.1213	18.756			18.9031	18.0672		
PROT_0752								19.1193		18.731	18.9474	
PROT_0753	25.7953	26.2999	26.018	26.0174	26.1437	26.1124	25.8382	25.7704	25.8398	26.1497	25.6761	26.2046
PROT_0754	28.6096	28.3916	28.5518	28.5426	28.3107	28.1852	28.2044		28.4204	28.1519	28.3001	28.3346
PROT_0755	21.4206	21.3593	21.6197	21.5131	21.2146	21.8767	21.4932	21.6275	21.7016	22.0189	21.8146	21.8248
PROT_0756	22.0192	22.036	21.836	21.9815	21.82	22.2045	21.9316	21.9738	22.0663	22.6746	21.8569	22.1095
PROT_0757	25.8096	25.7244	26.0052	25.2836	25.9201	26.0129	26.0984	25.7525	25.9907	25.6518	25.779	25.9731
PROT_0758	27.83	27.7619	27.8656	27.5143	28.9201	28.5272	28.4153	28.7134	27.916	27.7737	27.6066	27.7284
PROT_0759	23.9681	24.2945	24.1347	24.1554	24.0392	24.15	24.1806	23.9711	24.1185	24.1679	24.1325	24.094
PROT_0760	22.2453	21.735	21.7501	21.9502	22.0141	21.909	21.9479	21.2409	22.2395	21.7951	21.7108	21.6318
PROT_0761	23.3876	23.1857	23.7339	23.7453	23.492	23.2419	23.1593	23.2984	23.2114	23.5607	23.3263	23.5288
PROT_0762	26.59	26.3572	26.6745	26.425	26.5891	26.1919	26.4473	26.2416	26.5106	26.0595	26.3812	26.1949
PROT_0763	21.8976	22.0581	21.976	22.1023	22.1458	22.2327	22.0581	22.0478	22.4173	22.1922	21.9667	22.4738
PROT_0764	23.7511	23.8642	24.179	23.7023	24.0321	24.1215	23.8422	23.5562	24.0356	23.7697	23.6936	23.9724
PROT_0765	27.4978	27.4096	27.3933	27.5626	27.277	27.3154	27.1354	27.2455	27.5688	27.3995	27.1086	27.4386
PROT_0766	21.1004	20.5991	21.064	21.2209	21.2039	21.0887		21.0861	21.5064	20.9146	21.0444	21.0622
PROT_0767	23.8661	23.9328	23.9179	23.7518	23.4717	23.6408	23.8876	23.6586	24.417	23.6428	23.9647	23.8618
PROT_0768	26.6072	27.1492	27.0191	26.742	27.1184	27.1066	26.5429	26.6481	26.6301	26.5628	26.7427	26.4645
PROT_0769	20.8802	20.105	21.2085	20.7466	21.3578	20.7098	20.7781	20.2944	20.7914	20.7007	21.0376	20.9583
PROT_0770	26.7007		26.9138	26.6469	27.6751	27.6496	27.6451	27.4637	27.7519	27.6913	27.822	27.7046
PROT_0771			18.986	18.0149		18.5707				19.0208		18.2402
PROT_0772	23.1042	22.8243	23.0523	23.3657	23.2024	23.2176	22.5571	23.0828	22.9195	22.5822	23.0953	22.5821
PROT_0773	22.0276	21.8363	22.0992	21.7153	21.9276	21.9521	21.4191	21.6796	22.6288	21.8686	22.1113	22.2251
PROT_0774	22.2656	23.1944	22.224	22.7429	22.5606	22.4165		22.5494	22.4047	22.6847	22.7532	22.4884
PROT_0775	23.351	23.1583		23.5493	23.1158	23.404	23.3135	23.022	23.346	23.3722	22.8878	22.851
PROT_0776	21.6466	20.8334	21.5996	21.3288	21.3897	21.4333	21.3276		21.2571	21.3375	21.9203	21.8696
PROT_0777	21.7859	21.8764	21.4372						21.8165		21.4511	21.751
PROT_0778	24.5834	24.7239	24.8168	24.6821	24.368	24.4549	24.4511	24.109	24.5137	24.7278	24.3059	24.4802
PROT_0779	21.6449	21.6658	21.4226	21.3574	21.8132	21.1428	21.6703	21.5401	21.7094	21.5181	22.0506	21.6692
PROT_0780	24.5603	24.4728	24.6155	24.4446	24.5675	24.5977	24.5365	24.5037		24.4737	24.582	24.2625
PROT_0781	24.5505	24.4107	24.6362	24.0461	24.7756	24.3245	24.2952	24.4617	23.946	24.2287	24.4346	24.5304
PROT_0782	25.5656	25.485	25.5456	25.4348	25.5462	25.6	25.6694	25.3284	25.4794	25.6062	25.5826	25.4198
PROT_0783	23.1064	23.5041	23.5574	23.4213	23.2574	23.649	23.4556	23.1862	23.4734	23.4006	23.6698	23.2811
PROT_0784		19.2665	18.7904		18.7493			18.7909		19.7944	19.6188	
PROT_0785	20.7351	20.9301	20.7492	20.5669	21.2888		21.0911	20.4353	21.5235	20.535	21.0422	21.6621
PROT_0786	25.016	24.9105	25.1074	24.817	24.9136	25.1639	25.0358	24.5984	24.8659	25.056	25.0122	24.8752
PROT_0787	22.8262	22.0868	22.5457	22.3146	22.5078	22.2889	22.3586	22.3449	22.2803	22.1686	22.2989	22.3699
PROT_0788	23.4384	23.3588	23.3419	23.342	22.7895	23.053	23.5253	22.9947	23.4523	23.1828	23.1728	22.9051
PROT_0789	23.2951	22.9716	23.09	23.337	23.3912	23.1193	23.0259	22.948	23.4383	23.5924	23.0098	22.9556
PROT_0790	22.7008	22.0853	22.6459	22.3066	22.1674	22.1778	22.1962	22.1008	22.2153	21.9815	22.2753	22.3741
PROT_0791	25.1435	24.8686	25.1054	24.7971	24.8478	24.6674	24.8983	24.7024	24.9217	25.0098	24.4681	24.9346
PROT_0792	20.8967	21.2877	20.625	20.9276	21.0357	20.9307	20.6472	20.4773	20.9122	20.6412	21.2374	21.0681
PROT_0793		19.7738	19.66	19.4737	20.1228	20.1697	20.2577			19.5234	20.1463	19.9809
PROT_0794	20.4584	20.6312	20.1973	19.2524	19.8693	19.3856	19.0551	19.9618	20.0724	19.93	19.4165	
PROT_0795		17.6758	18.0956		18.6717				18.4942			
PROT_0796	23.548	23.6612	23.4389	23.355	23.4198	23.375	23.2022	23.0234	23.1749	23.067	23.5195	23.2884
PROT_0797	26.5722	26.4971	26.5148	26.5576		26.4325	26.5617	26.3283	26.7462	26.3199	26.6099	26.5848
PROT_0798	22.1297	21.5072	22.0421	21.6068	22.2822	22.0731	21.4439	21.7494	21.8175	21.4551	21.9276	21.7388
PROT_0799	22.6479	22.7743	23.187	23.1759	23.0322	22.7069	23.0564	23.0578	22.9912	22.8452	22.7608	23.0253
PROT_0800	21.6488	21.7933	21.4753	21.7835	22.0649	21.8416		21.4868	21.803	21.609	22.1327	21.6729
PROT_0801	21.2603	20.6214	21.4925	20.4331	20.436	20.3604	20.9166	20.6883	20.7273	21.0665	20.5918	20.3631
PROT_0802	26.4222	26.6326	26.4088	26.7136	27.0697	26.8635	26.6995		25.954	25.7721	25.9742	25.6677
PROT_0803	21.3627	21.6434	21.6617	21.3903	21.8358	21.379	21.5963	21.3806	21.2795	21.5235	21.2453	21.277
PROT_0804		18.9424						19.0148	18.5541	19.4004		18.2616
PROT_0805	25.4925	25.1876	25.1214	25.1451	24.9465	25.1946	25.797	25.0318		25.0034	25.1656	25.1313
PROT_0806	22.7107		22.7092	22.6093	22.806	23.0418	22.664	22.841	23.0393	22.9553	22.7882	23.1215
PROT_0807	23.5265	24.2467	23.5648	24.0005	24.0922	23.8135	24.153	24.0313	23.2835		23.9224	23.3783
PROT_0808	24.5962	24.8798	24.9002	25.0168	25.1984	24.8701	25.0	24.7461	25.2127	24.8888	25.0502	25.0195
PROT_0809	22.4883	22.6821	22.63	22.2571	22.6329	22.5017	22.5712	22.6079	22.4234	22.8958	22.2095	22.1042
PROT_0810	22.8334	23.0007	22.6166	22.634	22.58	22.7026	22.9179	22.3716	23.1744		23.0772	22.495
PROT_0811	18.8252	19.3577	18.778	19.476	19.6717	19.9065	19.0505	19.6921	20.2863	19.3458	19.4857	
PROT_0812	22.0998	21.9164	22.1607	22.3102	21.9199	21.8551	21.5122	21.7694	22.3667	21.2913	21.8541	22.0822
PROT_0813	20.0446	19.6746	20.3246	19.8866	19.2071	20.5606	19.78	20.073		20.1609	20.0356	
PROT_0814	26.0495	25.8251	25.7563	25.532	25.3941	25.6613	25.6984	25.4266	25.7038	25.7794	25.7685	25.3996
PROT_0815	22.8754	22.7226	23.1426	22.8457	22.4152	22.8123	22.8577	23.0236		22.7562	22.8939	22.6375
PROT_0816	22.2843	22.5451	22.4106	22.4779	22.6727	23.0073	22.393		22.4858	22.3259	22.2738	22.4825
PROT_0817	23.9652	24.2467	24.0023	23.8817	24.2366	23.9069	23.9393	24.0349	24.3469	24.2167	23.9791	23.8348
PROT_0818	22.4161	22.371	22.0206	22.1929	22.7495	22.5467	22.5109	22.1371	22.3154	22.1609	22.2499	22.1309
PROT_0819	28.329	28.0541	28.15	28.217	28.1849	27.9886	28.0212	27.8427	28.3119	28.219	28.354	28.1435
PROT_0820	25.2833	25.0824	25.354	25.3168	25.4342	25.4757	25.1931	25.7335	25.7555	25.6685	25.5386	25.633
PROT_0821	21.6722	21.7152	21.7887	22.2492	22.1338	21.3469	22.3925	21.0722	21.3566	21.9855	21.8231	22.3571
PROT_0822	21.5557	21.6756	21.8916	21.8033	21.8376	21.7787	22.0623	21.819	21.8064	21.744	21.8851	22.1047
PROT_0823	26.7676	27.0029	27.2339	27.372	27.0569	26.7865	26.8048	26.5907	27.3102	27.3933	27.2931	27.1561
PROT_0824	24.4353	24.2914	24.301	24.3403	24.5156	24.3732	24.2581	24.5496	24.6216	24.2464	24.5674	24.2259
PROT_0825	23.3722	23.5493	23.4899	23.544	24.0096	24.1788	23.5493	23.5157	23.7841	23.4453	23.4029	23.7992
PROT_0826	26.1914	26.5973	26.6287	26.6264	26.3135	26.4842	26.4572	26.4991	26.2199	26.3584	26.1829	26.2754
PROT_0827	24.448	24.2088	24.0141	24.1582	24.1736	23.7622	24.025	23.8795	23.2759	23.2564	23.3502	23.1852
PROT_0828	22.7084	21.8349		22.1109	22.6121	22.5148	22.5275	22.0674	22.7001	22.1281	22.3477	21.9968
PROT_0829			18.2927			19.5564	18.0341		17.4444			
PROT_0830	24.9949	24.7636	25.3606	25.0333	24.9436	24.9103	25.2383	24.9145	25.3665	24.9677	24.997	24.9544
PROT_0831	24.9383	25.22	25.0416	25.1033	25.5105	25.3283	25.0164	25.2252	25.2807	25.1799	24.993	25.2414
PROT_0832		17.7717			18.9824	19.277		18.4713		19.5246		
PROT_0833	19.5813	19.664	19.7702	19.9133	18.5032			18.7065	18.9605	19.4318	18.9669	19.0979
PROT_0834	23.4774	23.152	23.2444	23.6506	23.1831	23.2691	23.2206	22.7673	23.6199	23.4014	23.6255	23.5972
PROT_0835	18.5714					16.9014				18.4195	17.5422	17.2119
PROT_0836	19.5221	20.1947	19.6023	19.2971	19.5626	19.9683	19.6647		20.6079	20.1846	19.2137	20.0795
PROT_0837	19.5476	19.8523		19.934	20.4255	19.9335	20.1415	18.6775		19.7088	19.5006	
PROT_0838	22.7947		23.1081	22.6864	22.9582	22.9922	22.9172	22.7849	23.0066	22.513	23.4051	22.994
PROT_0839	26.9736	26.4741	26.4239	26.706	26.4632	26.4078	26.3453	26.5068	26.4759	26.1922	26.2718	26.2705
PROT_0840	21.791	21.9642	22.4502	21.9672	21.7307	22.0383	21.898	21.8023	22.0264	21.5974	21.8685	21.9069
PROT_0841		21.1903	21.0502	20.4858	20.7169	21.0766	21.1583	20.9545	20.644			20.3575
PROT_0842	22.2213	21.5474	21.5399	21.6414	22.6442	22.4204	21.9498	22.2568	21.7639	21.7589	22.2097	
PROT_0843	27.4893	27.4287	27.316	27.3102	27.6025	27.6953	27.4034	26.9587	27.3319	27.3191	27.7406	27.4239
PROT_0844	22.9836	23.0556	22.9919	22.4866	22.354	22.8256	22.6992	22.7823	22.8839	23.2877	22.8336	22.8266
PROT_0845				18.8079	18.6078	19.4567		18.6889	18.9233			18.017
PROT_0846	24.7878	24.9926	25.0112	25.0137	25.1031	25.124	24.9656	25.1208	25.0678	25.0661	25.3464	25.0777
PROT_0847												
PROT_0848	19.4207	18.3711		18.8553	19.6342	18.444	19.7868	19.0325	18.6289	18.9579		
PROT_0849	23.5533	23.3173	23.5044	23.4726	23.7004	23.6308	23.6059	23.4126	23.517	23.3312	23.5599	23.8091
PROT_0850	21.8782	22.0167	22.2488	22.056	22.4251	22.6479	21.8103	22.1597	21.7798	22.3598	22.1073	21.9168
PROT_0851	23.6558	24.0901	24.1869	23.9817	23.6216	24.1159	23.9963	23.6906	23.6206	23.7106	23.7936	24.1381
PROT_0852	20.2994	20.5427	20.7793	20.8251		21.1346	20.484	20.0055	20.5427	20.9074	20.8258	20.9328
PROT_0853	27.0092	26.8641	26.6059	26.4094	26.6918	26.7015	26.3139	26.3526	26.7708	26.8339	26.6581	26.6984
PROT_0854	22.614	22.957	22.977	23.1369	23.2902	22.8947	22.7529	22.2251	23.3857	22.6693	23.0421	22.8504
PROT_0855		24.2762	24.462	24.3337	24.7784	24.5742	24.682	24.7023	24.4964	24.2741	24.5682	24.7712
PROT_0856	21.1527	21.493	21.1889	21.7941	21.8637	21.3728	21.294	21.3012	21.3087	21.0535	21.4752	21.4976
PROT_0857	23.8793	23.8049	23.8977	24.0084	23.5911	24.26	23.8452	23.8702	23.8752	24.0485	24.1658	24.0859
PROT_0858	22.6136	22.4926	22.5729	22.711	22.492	22.6922	22.369	22.85	22.9948	22.4546	22.8638	22.7577
PROT_0859	19.038	19.0095	19.1803		18.4771	19.2786	19.2699		19.7566	18.9218	18.5445	18.6982
PROT_0860	20.0288	20.2874	20.3401	20.2153	19.7393	19.4971	20.4774	20.0954	19.5378	19.6557	19.7305	19.538
PROT_0861	21.4447	20.3396		20.7411		21.0493	20.793	20.2911		20.6213	21.008	20.522
PROT_0862	23.3767	23.5505	23.3824	23.3485	23.8384	23.281	23.6767	23.6939	23.6397	23.453	23.4992	23.7417
PROT_0863	22.0926	21.9404	22.1258	21.8476	22.4031	22.3266	22.0255	22.0824	22.426	21.911	22.1126	22.267
PROT_0864	21.1772	21.1207	20.3791	21.1034	21.0583		20.8146	20.8918	20.8277	20.3613		20.7364
PROT_0865	20.8093	20.7186	20.8966	20.8548	21.0106	20.9363	20.9408	21.0605		20.7992	21.3577	
PROT_0866	25.7864	25.7645	25.5848	25.3294	25.7907	25.8617	25.9029	25.6254	25.7385	25.9099	25.8966	25.5261
PROT_0867		21.0509		21.6493	21.7263		21.5464	21.7809	21.5394	21.4537	21.944	21.8266
PROT_0868	26.2596	26.324	26.4378	26.4637	26.8364	26.4525	26.6417	26.4736	26.2404	26.786	26.4081	26.3484
PROT_0869	24.5915	24.3944	24.7303	24.6259	24.601	24.4876	24.4124	24.5119	24.6297	24.6866	24.3342	24.5434
PROT_0870	19.2559		18.7901	19.3463	19.7462	19.8039	19.6188	20.0779	20.1065	19.4246		
PROT_0871	26.27	26.3469	26.1249	26.2673	26.3457	26.2953	26.2833	25.9876	26.7101	26.2592	26.5062	26.2853
PROT_0872	23.7939	23.8604	24.0442	23.8914	24.5268	24.3068	23.9857	24.0056	24.4415	23.879	24.2449	24.1282
PROT_0873	22.548	22.8258	22.5465	22.6224	22.4212	22.5462	22.7895	22.4069	22.4413	22.7493	22.2864	22.0849
PROT_0874	23.1754	23.2694	23.3009	23.0594	23.2196	23.0454	23.5364	23.2332	23.4117	22.8947	23.3402	23.2392
PROT_0875	24.1581	24.1737	24.1055	24.3754	24.5645	24.1429	24.4041	24.4487	24.9829	24.4333	24.504	24.3926
PROT_0876	24.3296	24.3255	24.2304	24.1226	23.6122	23.4141		23.6154	24.6836	24.3491	24.9745	24.5139
PROT_0877	24.6815	24.8491	24.6649	24.7581	24.8609	24.8906	24.8332	24.8959	24.4515	24.2664	24.5397	23.989
PROT_0878	22.8043	23.0327		22.7576	22.9147	23.0474	22.873	22.8307	22.9898	22.6205	22.885	22.7225
PROT_0879	22.6634	23.0621		23.0036	23.1068	23.2948		22.8068	22.9577	22.7218	23.0286	22.9323
PROT_0880	20.8561	21.7108		21.3597	21.1617	21.006	21.496	21.3158	21.2702	21.3525	21.5385	
PROT_0881	25.1194	24.9411	24.9828	25.4702	25.0918	25.4025	25.267	25.2397	25.0917	24.7909	25.2586	24.7294
PROT_0882	19.1703		19.9146	18.8033	19.1442		18.8456	18.6761	19.1117	19.3854	18.8628	
PROT_0883	23.9503	23.453	24.2824	23.8413	23.7926	23.7632	24.301	23.7882	23.7328	23.8327	23.9546	23.8701
PROT_0884	21.4596	21.6084	21.5008	21.4085	22.0756	21.2674	21.7132		21.5787	21.4489		21.1659
PROT_0885	22.3702	22.6383	22.394	22.2914	22.6078	22.3179	22.2031	22.2318	22.5059	22.4873	22.6071	22.1372
PROT_0886	21.3005	21.5546	21.4601	21.1546	21.5577	21.7052	21.151	21.7175	21.5218	21.5269	21.5513	21.9287
PROT_0887	23.8372	24.0373	23.879	24.2319	23.937	24.3272	23.9303	24.2813	23.9058	24.0007	23.7715	23.9598
PROT_0888	23.2815	23.1325	23.0973	23.398	23.1989	23.6795	23.4308	23.2525	23.27	23.2315	23.1879	23.2926
PROT_0889	20.233	19.7132	20.2915	20.6228	20.6296	20.2863		20.125	20.4249	19.8188	20.442	
PROT_0890	23.5297	23.2418	23.7568	23.2263	23.2927	23.9923	23.3227	23.3288	23.3766	23.1635	23.3163	23.0763
PROT_0891		20.8771	20.8669	20.985	21.0029	21.1341	21.3476	20.0477	20.5504	20.6357	21.0576	20.5752
PROT_0892		18.2187			19.4625			18.5736			19.4544	18.7419
PROT_0893	25.1566	25.2676	25.5325	25.6754	24.8513	25.1449	25.0855	24.5686	25.5267	25.3719	25.536	25.4579
PROT_0894	26.4231	26.3335	26.216	26.1296	26.4798	26.1695	26.2198	26.1399	26.3042	26.1949	26.4662	26.2455
PROT_0895		16.2677										
PROT_0896	23.2135	23.0852	22.6905	22.9568	23.2027	23.0844	22.7374	22.8615	22.9406	23.0118		23.2407
PROT_0897	22.7036	22.75	22.566	22.3944	22.376	22.7847	22.9846	22.6271	22.7829	22.6314	22.7985	22.8651
PROT_0898	25.2131	25.1444	24.9526	25.6271	25.354	25.3114	25.2454	25.0729	25.5151	25.0909	25.3112	25.491
PROT_0899	24.5288	24.584	24.2931	24.6265	24.4144	24.546	24.2526	24.289	24.4224	24.3074	24.5975	24.6333
PROT_0900	24.946	24.8521	24.9327	24.9925	25.2	25.0239	25.2367	25.3748	25.1766	25.0806	25.048	25.0199
PROT_0901	22.4631	22.2895	22.8401	22.6173	22.6616	22.4464	22.7853	22.8436	22.3241	22.686	22.5449	22.2342
PROT_0902	23.1306	23.4414	23.2134	23.4728	23.7117	23.1349	23.3979	23.644	23.6131	23.1469	23.5011	23.2757
PROT_0903	26.4623	26.3738	26.4487	26.4495	26.5968	26.3925	26.3559	26.4874	26.4219	26.4112	26.3758	26.663
PROT_0904	21.2778	21.8022	21.5643	21.7782	21.7484	21.672	20.807	21.7621	21.352	21.408	21.1058	21.5121
PROT_0905	20.0487	19.3383	19.8977		19.7546	19.702	19.3919	19.1554	19.7621	19.8553		20.7309
PROT_0906	23.3163	22.8046	23.4719	23.5552	23.42	23.2957	23.4063	23.715	23.5399	23.3511	23.4318	23.7266
PROT_0907	21.9449	22.4839	22.3651	22.2828	22.4544	22.6384	22.4845	22.2633	22.29	22.3245	22.4329	22.1059
PROT_0908	23.2016	22.9269	22.6454	23.0949	22.6461	22.715	22.9062	22.7787	23.0802	22.5033	22.6385	22.6852
PROT_0909	24.1016	24.3353	24.2956		24.2352	24.3379	24.2691	24.3428	24.3788	24.1924	24.3231	24.3063
PROT_0910	22.7577	22.9708	22.6984	23.0918	22.9241	23.0507	22.9452	23.3802	22.7658	22.7743	23.0119	23.1969
PROT_0911	25.7484	25.5695	25.8296	25.755	25.8413	25.9694	25.905	25.6258	25.6917	25.8439	25.7607	25.6267
PROT_0912	29.5196	29.4686	29.6666	29.4817	29.397	29.3721	29.6536	29.4641	29.6846	29.3983	29.2141	29.5886
PROT_0913	24.1068	24.1286	23.9856	23.9052	24.0824	24.1811	23.9348	24.3319	24.2116	23.7617	24.0007	24.4556
PROT_0914	22.7365	22.3416	22.4093	22.5332	22.3147	22.9625	22.7491	22.5579	22.1265	21.9618	22.6047	22.4429
