protein_id	WT1_t1	WT1_t2	HetEd1_t1	HetEd1_t2	HomEd1_t1	HomEd1_t2	HetRev1_t1	HetRev1_t2	HomRev1_t1	HomRev1_t2	WT2_t1	WT2_t2	HetEd2_t1	HetEd2_t2	HomEd2_t1	HomEd2_t2	HetRev2_t1	HetRev2_t2	HomRev2_t1	HomRev2_t2	WT3_t1	WT3_t2	HetEd3_t1	HetEd3_t2	HomEd3_t1	HomEd3_t2	HetRev3_t1	HetRev3_t2	HomRev3_t1	HomRev3_t2
PROT_0802	26.6204	26.4218	26.4069	26.3822	26.5438	26.604	26.1852	26.1625	26.5607	26.5524	26.3954	26.3238	25.7297	25.241	25.4475	25.3942	26.7518	26.4656	26.4912	26.3862	26.4876	26.2701	26.2207	26.6612	26.2143	26.257	26.2784	26.4941	26.4333	26.5538
PROT_0803	21.2363	21.5777	21.0689	21.104	21.6299	21.5707	20.9452	21.5925	21.3482	21.3368	21.2331	21.1879	21.4508	21.3955	20.7813		21.2784	21.2162	21.0515	21.9574	21.6868	21.2896	21.465	21.1891	21.2581	21.3569	21.8089	21.3817	21.7404	21.6769
PROT_0804		19.2769									18.7245				19.3068	17.9758	18.9849		18.8823	19.3377			18.6027	18.9451			19.1533	18.1876	18.9053	19.4325
PROT_0805	25.4107	25.4044	25.2976	25.6076	25.378	25.182	25.2674	25.2146	25.2386	25.1875	25.3276	25.1569	25.455	25.3975	25.2112	25.1494	25.2139	25.1736	25.6252	25.322	25.3252	25.2657	25.4306	25.3761	25.3395	25.4892	25.6061	25.5577	25.1426	25.2186
PROT_0806	22.8854	22.8647	22.88	22.9665	22.9262	22.5758	23.302	23.0826	22.6314	22.7742	23.3851	22.697	22.5545	23.0453	22.715	23.145	22.849	23.1327	22.6169	22.8673	22.8633	23.2139	23.0129	22.6464	22.9921	22.9864	24.4401	23.9951		22.6716
PROT_0807	23.4736	23.8353	23.9588	23.6464	23.5173	23.7185	23.6476	23.791	23.8632	23.6372	23.4363	23.6963	23.5661	23.4297	23.5416	23.7159	23.8124	23.5899	23.9269	23.6	23.5257	23.8485	23.6525	23.8082	23.6298	23.7467	23.8193	23.9198	23.8566	23.5443
PROT_0808	24.8009	24.8272	25.7114	25.0857	25.1796	25.1105	24.9528	25.2545	24.9396	24.9407	24.94	25.1591	25.0359	25.0825	24.8877	24.7686	24.7231	25.1734	24.9597	25.0213	25.4137	24.8707	24.6618	25.0781	25.3476	25.3664	24.7681	24.8231	24.982	25.3616
PROT_0809	22.198	22.3639	21.7797	22.1567	22.3026	22.2518	22.2038	21.7807	22.1516	22.3242	22.2139		22.2401	22.3167	22.0743	21.9989	22.1548	21.929	22.2221	22.2233	22.6784	21.9811	22.0625	21.9163	22.2043	22.4274	21.9106	21.9775	22.563	22.5474
PROT_0810	22.7032	22.5008	22.6871	22.5212	23.0026	22.878	22.4656	22.5599	22.6848	22.3986	22.726	22.4718	22.7057	22.5347	22.5059	22.6129	22.5835	22.8165	22.6776	22.4256	22.6714	22.7269	22.3939	22.624	22.3881	22.3435	22.8119	22.537	22.7552	22.5675
PROT_0811	19.9216	19.9453		19.3059	20.011	19.8923		20.0773	19.4763		20.2341	19.5276	19.6755	19.6944	19.1116		19.5584	19.6339	19.3499	19.7762	19.1636		19.6927	19.6021	19.3184	20.3219	20.28	19.1621	19.8821	19.7666
PROT_0812	21.7032	21.7331	21.9929	21.937	22.3858	21.4957	21.7744	21.705	21.974	21.4051	22.0732	21.9304	21.7032	21.9784	21.6821	22.0785	21.9173	21.4907	21.7256	21.7924	21.5674	21.9827	21.5047	21.3435	21.8488	22.1412	21.3475	22.0178	21.7705	21.9648
PROT_0813	20.7577		20.3244	20.3293	20.2008	20.8896	20.5394	20.767	20.1539	20.3024	20.0841	20.4157		19.6488	20.6999	20.6118	19.991		19.914	20.9187	20.5125	19.3152	20.3382	20.9111		19.9973	20.5026	19.9442	20.221	20.1003
PROT_0814	25.7467	25.4586	25.2155	25.4217	25.6526	25.6161	25.1912	25.6865	25.2232	25.4345	25.471	25.2297	25.828	25.1188	25.2575	25.3292	25.139	25.7009	25.4901	25.5737	25.2777	25.5396	25.3611	25.6254	25.9428	25.5197	25.328	25.595	25.3053	25.4082
PROT_0815	22.608	22.7823	22.6915	22.3683	22.7901	23.0209	22.6265	22.4921	22.4264	22.9597	22.3726	22.7822	22.4028	22.4556	22.7137	22.6887	22.5673	22.8868	23.0618	22.8496	22.8447	22.5099	22.1764	22.722	23.0607	22.6496	22.8983	22.8299	22.9235	22.8666
PROT_0816	23.1949	22.251	22.4572	22.5232	22.6905	22.6593	23.1086	22.7331	22.5443	22.8668	22.5463	22.6946	22.8772	22.4769	22.4992	22.5681	22.5604	22.5004	22.7658	22.6498	22.5821	22.8347	22.682	22.6124	22.5408	22.7402	22.6379	22.8203	22.3433	22.5544
PROT_0817	24.5636	24.6235	24.4509	24.1426	24.4987	24.2392	24.166	24.1522	24.4514	24.0194	24.5404	23.8969	24.4073	24.3666	24.4872	24.1621	24.5965	24.1905	24.2465	24.6949	24.3583	24.4983	24.4973	24.3873	24.3977	24.8261	23.9589	24.0856	24.4467	24.1457
PROT_0818	22.7523	22.7077	23.1229	22.7057	23.3022	23.2176	22.6789	22.3437	22.478	22.5596	22.7409	23.0459	22.4513	22.2488	22.912	22.324	22.5057	22.4713	22.6352	22.4436	22.9211	22.6157	22.3629	22.8671	22.5521	22.8862	22.9024	22.63	23.0	22.8218
PROT_0819	28.5394	28.0129	28.6246	28.5287	28.1841	28.4862	28.5438	28.0313	28.7237	28.7417	28.2534	28.2742	28.4839	27.6884	28.1935	28.2944	28.1047	28.615	28.4139	28.0236	28.5099	28.5216	27.873	28.3001	28.6955	28.5382	28.228	28.4523	28.0469	28.3571
PROT_0820	25.6477		25.545	25.6334	25.708	25.3607	25.663	25.3903	25.221	25.5037	25.3788	25.4263	25.6037	25.5347	25.3822	25.763	25.4956	25.3174	25.7615	25.5729	25.3585	25.4597	25.3112	25.3782	25.7584	25.7705	25.5739	25.583	25.3145	25.1639
PROT_0821	22.2248	21.9682	22.0069	21.7586	22.0669	21.9564	21.4001	22.0649	21.9761	21.9775	21.7565	21.9338	22.1433	21.9343	21.8434	21.9727	21.5286	22.0723		21.7585	21.9748	21.9873	21.9147	22.1194	21.913	22.2619	21.913	22.0502	21.9235	22.266
PROT_0822	22.3209	21.4932	22.3336	21.9447	22.3218	21.6887	21.5115	21.8547	22.1229	22.2879	21.4753	21.9299	21.8856	21.699	21.6844	21.8807	21.8642	22.2521	22.3147	21.565	22.1886	21.6668	21.2448	21.8089	21.7646	22.0742	21.9347	21.1982	21.6537	22.081
PROT_0823	26.5896	26.7902	26.7337	26.7374	27.1006	27.0149	26.6646	26.9592	27.1739	26.71	27.0097	27.2297	26.7209	27.0263	27.0696	26.674	26.7814	27.2318	26.5746	26.8287	27.1782	26.9427	26.852	26.9126	26.6268	26.9864	27.0889	26.8175	26.9044	26.7674
PROT_0824	24.256	24.241	24.8964	24.434	24.4936	24.3445	24.2107	24.797	24.4268	24.1826	24.2361	24.1096	24.6179	24.1527	24.5678	24.1138			24.4705	24.2383	24.7052	24.1983	24.7479	24.6202	24.3921	24.5834	24.3878	24.3568	24.4443	24.3099
PROT_0825	24.0058	23.574	23.6706	23.4765	24.0513	24.0807	23.4192	23.3107	23.5225	23.3346	23.9002	23.7962	23.3616	23.6108	23.4726	23.5879	23.9152	23.6228	23.4705	23.5024	23.7089	23.4187	23.5467	23.4691	23.6998	23.3535	23.6816	23.648	23.5204	23.5137
PROT_0826	26.6352	26.7168	26.8096	26.7738	26.7636	26.5894	26.7943	26.3172	26.4121	26.2764	26.2762	26.4849	26.3701	26.359	26.6238	26.6057	26.4182	26.6913	26.5026	26.5832	26.5474	26.1644	26.5039	26.2902	26.4204	26.7827	26.4188	26.4542	26.5082	26.4871
PROT_0827	23.8775	23.828	24.5175	24.0623	23.7869	24.0404	23.6109	23.6532	24.4588	23.6933	23.5105	23.9911	23.1055	23.2417	23.3281	23.0961	23.6293	24.041	23.902	23.575	24.1031	23.8671	23.7785	23.91	23.5111	24.0077	23.9498	23.7629	23.9997	23.9663
PROT_0828	22.5489	22.4895	21.964	22.3042	22.564	22.4355	22.1594	21.8759	22.4838	22.936	22.2895	22.1266	22.6308	22.4743	22.2402	22.4699	22.2575	22.5524	22.9838	22.2881	22.2812	22.6633	22.2346	22.4656	22.8684	22.9992	22.5119	22.5939	22.0959	22.5759
PROT_0829			17.8658								16.9553	17.16							17.8954				17.6703					17.8262	17.8296	
PROT_0830	25.2006	25.6424	25.7169	25.1139	25.5354	25.5267	25.4427	25.2115	25.6053	25.3653	25.5351	25.1641	25.1278		25.3281	25.2853	25.4574	25.2515	24.9126	25.5254	25.6907	25.3651	25.6499	25.3028	25.4336	25.6505	25.3482	25.1632	25.4782	25.6416
PROT_0831	24.9918	24.8816	25.6059	25.3138	25.4905	25.3431	25.0745	25.5885	25.1794	25.0213	25.4887	25.1255	25.4264	25.2504	25.0047	25.2352	25.2038	25.1703	25.1978	25.1269	25.0842	25.2715	25.2568	25.1863	25.3407	25.3521	24.9778	25.1257	25.2486	25.1173
PROT_0832	18.9587	19.3349	19.744	19.4051		18.7012		19.5424			18.7723		18.7742		18.5601		18.0036	19.4058	19.198		18.9891	19.021	18.2416	19.631			18.5154			18.8855
PROT_0833	19.2409	19.806	20.3419		20.17			19.6648	19.7225	19.7476	19.1803	19.638	19.3723			18.8074		19.4143	18.8558	20.3133	20.8894	19.982	19.3683	19.7695		19.4354			19.1906	19.6793
PROT_0834	23.3273	23.4053	23.1837	23.3938	23.235	22.8771	23.0096	22.6023	23.4444	23.1977	23.4009	23.0728	23.0218	23.0544	23.0213	22.8597	23.216	23.255	23.7967	23.3943	23.2055	23.5834	23.4914	23.3465	23.5395	23.5562	23.2934	23.5727	23.4534	23.3783
PROT_0835						18.627			18.0967			18.5408						17.6638			18.6645					18.8897			17.9939	18.8358
PROT_0836	19.8485	19.6082	20.0155			19.7096	20.1427	19.9432					19.4741	19.871	19.8533	19.72	20.2194	19.677	19.7455		19.8977		19.4436	19.5851	19.8094	19.778	20.197	20.8612	19.7862	
PROT_0837	18.9821	19.539	19.7697	19.4532	20.0607		19.5147	19.8209	20.3381	19.8467	19.8228	20.1454	19.5651		19.4352	18.9607		20.4618	19.3559	19.5959	20.2079	19.6646		20.3184	19.2192	20.1131	19.9839	19.9804		19.8996
PROT_0838	23.3453	22.3696	22.9871	23.3273	23.1273	22.4435	22.9218	22.8608	22.5886	23.0312	22.7113	22.4654	23.1648	22.8091	22.9317	22.981	23.1816	22.8145	22.8687	22.5854	22.3676		23.1128	22.6192	23.4443	22.9646	22.9718	22.5328	22.7845	22.7478
PROT_0839	26.8534	26.7003	26.3847	26.4254	26.7288	26.5914	26.2252	26.6986	26.5935	26.5404	26.3645	26.1828	26.245	26.4424	26.0471	26.436	26.3722	26.5824	26.2722	26.847	26.538	26.4205	26.2689	26.6005	26.6692	26.7511	26.705	26.5357	26.8428	26.6238
PROT_0840	21.7707	21.6281		21.6685	22.0836	22.0733	22.131	22.1767	22.0046	21.9318	22.0377	21.8393	22.2402	22.0187	22.0369	22.0855	21.4493	21.8576	21.2916	21.5546	21.793	22.2866	21.9614	21.928	22.5592	22.4506	21.7576	21.7746	22.0016	22.108
PROT_0841	20.5002	20.9886	20.7165	20.5897	21.0826	21.2678	20.8246	21.0759	21.4106		21.0494	20.4253	20.8105	20.6894	21.0866	21.0213	20.8001	21.1	20.8243		20.2302	20.8766	20.8957	21.3662	21.0206	21.3219	20.7229	20.7107	20.7499	21.0319
PROT_0842	22.0552	21.6952	21.8192	22.0501	22.0132	21.7016	22.4107	21.5659	22.074	22.0665	22.1464	22.2312	21.7949	21.5721	21.5642	22.2729	22.2505	22.2996	21.9415	21.9345	22.1553	21.871	21.5375	22.0754	22.1305	21.9389	21.8835	21.8797	21.9132	22.0793
PROT_0843	27.7336	27.7695	27.4819	27.6495	28.0146	27.6781	27.6619	27.5034	27.1592	27.5518	27.5557	27.4666	27.573	27.3944	27.5434	27.5649	27.1332	27.1321	26.8988	27.3349	27.5634	27.6082	27.5923	27.5054	27.3209	27.7078	27.6479	27.6296	27.4826	27.2357
PROT_0844	22.682	22.7543	22.7434	22.6235	23.1175	22.7281	23.5638	23.7608	22.6989	22.6068	22.6779	23.2743	22.7615	22.6608	22.5133	22.6113	23.0796		22.8343	22.6119	22.9712	22.6388	22.9021	22.356	22.5914	23.0247	22.499	22.3625	22.5295	23.0798
PROT_0845		18.5839	19.1625					19.1967	19.086		18.0144	18.3148			18.5812	18.5231		18.9993		18.7949		18.9945		18.9349				18.5144	18.2377	
PROT_0846	24.578	24.5701	25.0155	24.9462	25.018	25.2715	25.252	24.9066	25.2105	24.9365	24.8414	25.2413	25.0675	24.9984	24.915	25.0219	24.8889	25.1956	24.7595	25.1788	24.8835	24.7063	24.8567	24.8954	25.1373	24.921	25.2524	24.9568	24.7764	25.3589
PROT_0847										17.7606																				
PROT_0848	18.9712	19.8387	19.5267			18.5658		18.8125	18.1665	17.9799	18.5957	19.205	18.888	18.1545				19.5594		19.2974			19.2971	19.3682		19.9053		18.9108		
PROT_0849		23.2861	23.7675	23.5691	23.6954	23.6656	23.2808	23.3119	23.5508	23.5288	22.853	23.1267	23.666	23.0439	23.0742	23.7511	22.768	23.5139	23.628	23.4108	23.378	23.5102	23.385	23.4366	23.5756	23.4333	23.5622	23.8305	23.6364	
PROT_0850	22.0957	22.013	22.1195	21.7559	22.0043	22.7071	21.8184	21.796	22.4456	22.0009		22.0528	21.8303	22.2681	22.4321	22.3079	22.1562	22.199	22.3782	21.9073	23.1868	22.2441	21.89	22.4263	21.9327	21.8843	22.0808	21.8093	22.3462	22.7032
PROT_0851	23.6887	23.9301		24.0638	24.131		23.4802	23.7232	23.6162	23.6925	24.2367	24.2538	23.8715	23.7808	23.7592	23.611	23.3309	24.0639	24.2911	24.1417	23.7406	23.7971	23.7326	24.0338	24.044	23.7481	23.9554	24.3381	23.4979	24.2644
PROT_0852	20.9148		20.7372	20.6153	20.9893	20.7356	20.8898	20.9808	20.9559	20.6905	20.7993	21.139	20.8024	20.9025	20.7583	21.6519	21.0188	21.1123	20.5585	21.1449	20.8597	20.9674	20.9642	20.482	21.4266	21.0236	20.7465	21.1018	21.1396	20.8976
PROT_0853	26.4845	26.6761	26.935	26.2367	26.8424	26.6137	26.6793	26.7935	26.6927		26.7241	26.7547	26.2347	26.6872	26.6527	26.3399		26.6247	26.5565	26.7987	26.6112	26.5054	26.5286	26.9707	26.4888	26.7166	26.779	26.4205	26.6696	26.6978
PROT_0854	23.1426	22.6457	22.662	23.1178	22.7524	22.8081	23.3093	22.7068	22.9474	22.5239	22.4838	22.5961	22.8966	22.5591	22.5736	22.9135	22.4766	23.3288	22.9904	22.8729	22.9941	22.7374	22.8644	22.5853	22.7064	23.0597	22.6929	23.1308	22.4231	22.8229
PROT_0855	24.7923	24.4424	24.6289	24.2854	24.2764	24.4654	24.7611	24.4186	24.7118	24.5637	24.3433	24.3428	24.4872	24.2675	24.2731	24.6023	24.1397	24.7189	24.3978	24.0339	24.5073	24.8248	24.2989	24.7591	24.5975	24.5909	24.5961	24.6031	24.4969	24.5796
PROT_0856	21.582	21.5772	21.8735	21.6248	22.325	21.7596	21.4876	21.4011	21.8035	21.4836	21.4539		22.0261	21.559	21.3933	21.9144	21.1717	21.6225	21.7915	21.6372	21.3443		21.8998	21.3964	21.7378	22.0247	21.436	21.1261	21.662	21.6572
PROT_0857	24.0826	24.2536	24.0944	23.9786	24.2639	24.1573	24.2571	24.0395	24.0918	23.7428	23.9755	23.9158	24.0771	23.9478	24.0544	24.3677	23.9277	23.8129	23.9997	23.927	24.0645	23.9919	23.8547	24.0278	24.1703	24.3791	24.4257	23.5537	24.1901	24.2564
PROT_0858	22.6728	22.431	22.3204	22.659	22.9131	22.6512	23.0079	22.8494	22.4229	23.0849	22.5453	22.425	22.8233	22.7095	22.8172	22.7834	22.8752	22.9676	22.8058	22.8881	22.829	22.5367	22.5416	22.4061	23.0015	23.3304	22.9039	22.8868	22.6607	23.1804
PROT_0859	18.7132	18.9495		19.7821	20.021	19.4687		19.6918			18.0204		19.1023	19.5971			18.8095	18.5796	18.9406	18.9129	18.5339	18.5876	19.5133		19.9161	19.2895	18.8417	18.6357	18.8921	18.7993
PROT_0860	20.241	19.7875	19.387		20.6165	19.8008	19.6615	19.6315	19.5142	20.7935	19.6489		19.9891	20.1615	19.3872	20.3167	19.9293	20.4257	19.4869		19.3061	19.0666	18.8874	19.7244	19.8022	20.1612		19.2678	20.1563	19.7388
PROT_0861	19.6726	20.7561		20.2782	20.5486	20.4105	20.8748	20.2709			20.6815	20.7731	20.9567	20.6866		20.5841	20.6793	20.8039	20.6834	20.3394	21.011	21.0945	20.6379	20.3247	20.0298		20.2197	20.5048	20.1561	20.3396
PROT_0862	23.3683	23.9991	23.3001	23.5896	23.4889	23.9797	23.8519	23.4703	23.4555	23.7393	23.3292	23.1473	23.4426	23.7258	23.205	23.664	23.3491	23.4833	23.7862	23.2956	23.3259	23.6342	23.4866	23.1444	23.5338	23.616	22.9621	23.5868	23.2881	23.492
PROT_0863	22.4087	22.1799	22.2848	22.3764	22.706	22.0844	22.018	22.2129	22.2463	22.6229	22.1837	21.7414	22.6182	22.1649	21.7571	22.2108	22.3223	22.337	22.2346	22.204	22.2444	22.1728	22.7248	21.8061	22.3992	22.3491	21.7567		22.586	22.1378
PROT_0864	21.2057	20.963	21.1616	20.8459	20.8808	21.3113	21.62	20.8123	20.7221	20.7019	20.814	20.5723	21.2003		20.6462	20.8523	20.2682	20.7745	21.603	21.0876	20.8148	21.1314	19.9707	21.5044			20.8909	21.1288	20.8654	20.2617
PROT_0865	21.1106	21.2651	20.5995	20.8564	21.1626	21.4274	21.0808	21.0694	21.1476	20.87	20.6585	20.593	21.3616	20.6927	20.6899	20.4871	20.8948	20.9667	20.8927	20.6441	20.5658	20.6736	20.767	20.9467	21.0972	21.552	20.8939	21.3295	21.147	21.1374
PROT_0866	25.4356	25.7844	25.8716	25.4693	25.9303	25.7706	25.4813	25.6952	25.5986	25.4212	25.8615	25.9488	25.5967	25.718	25.7176	25.3304	25.6649	25.6812	25.521	25.6599	25.7336	25.5356	25.7234	25.308	25.4076	25.5881	25.7181	25.3727	25.6571	25.9362
PROT_0867	21.9899	21.338	22.0401	21.8912	21.8826	21.3497	21.612	21.6273	22.2933	22.0085	21.3178	22.0886	22.0319	21.8248	21.8225	21.7561	21.5319	22.3231	21.9838	21.9096	21.7622	21.8829	21.4385	22.2407	21.9835		21.8232	21.6754	21.4478	22.1173
PROT_0868	26.2991	26.4143	26.5093	26.4233	26.5944	26.8704	26.6418	26.3266	26.7222	26.1766	26.3666	26.3141	26.6392	27.0356	26.5677	26.5927	26.2744	26.713	26.7498	26.4666	26.5542	26.2882	26.4648	26.8003	26.8308	26.6496		26.351	26.5048	26.5314
PROT_0869	24.5499	24.1567	23.9646	24.4255	24.7057	24.4161	24.4513	24.3343	24.2556	24.6335	24.2865	24.3983	24.0965	24.3552	24.4566	24.8445	24.4018	24.3004	24.1656	24.2482	24.5775	24.8413	24.5085	24.5041	24.4417	24.4742	24.5703	24.537	24.1981	24.3951
PROT_0870	19.5009	20.1879		19.6289	19.4305	19.6637	19.4907	19.2816	19.9911	19.2839	18.9852	19.787	19.7896		19.3345		19.6617		19.6665	19.1855	19.1893	18.8608		19.5009		20.2825		19.9586	18.9643	19.2975
PROT_0871	26.1463	26.2789	26.3766	26.3743	26.2014	26.3799	26.1684	26.2253	26.365	26.3993	26.3028	26.5046	26.4308	26.2538	26.1822	26.1778	26.071	26.4768	26.2824	26.5681	26.6055	26.3298	26.4312	26.5339	26.3369	26.5166	26.6119	26.3668	26.0121	26.366
PROT_0872	24.3809	24.332	24.256	24.4715	24.6289	24.2103	23.9739	24.092	24.1338	24.2078	24.1132	23.9636	24.2797	23.9227	24.2569	24.1174	24.2456	24.4196	24.0449	24.5048	24.2993	24.0627	24.4504	24.3389	24.3552	24.3685	24.0471	24.149	24.0714	24.3722
PROT_0873	22.7389	22.24	22.6882	22.8809	22.6331	22.7161	22.6643	22.3777	22.6852	22.5727	22.7508	22.8042	22.9952	22.8207	22.8173	22.4045	22.3865	22.7852	23.174	22.2675	22.427	22.4446	22.2441	22.3035	22.6693	22.4328	22.5314	22.5415	22.5651	22.9077
PROT_0874	23.5033	23.1252	23.607	23.3898	23.0285	23.4355	23.3955	23.5603	23.6895	23.5189	23.2188	23.1647	23.1214	23.66	23.1038	23.4553	23.1572	23.357	23.5457	23.5322	23.464	23.3866	23.3808	23.4298	23.1981	23.5278	23.1258	23.399	23.3331	23.8357
PROT_0875	24.2474	24.3445	24.3836	24.2591	24.3504	24.3616	24.214	24.4995	23.8988	24.4566	24.3977	24.5369	24.4505	24.7207	24.581	24.4403	24.2465	24.4691	24.3159	24.148	23.8916	24.4861	24.2499	24.2719	24.3081	24.3283	24.74	24.5656	24.2628	24.3216
PROT_0876	24.7122	24.5525	24.2857	24.8769	23.7646	23.5398	24.6128	24.2857		24.8311	24.5575	24.5884	24.7115	24.2562	23.6122		24.4448	24.601	24.5769	24.7795	24.6934	24.7741	24.0804	24.2558	23.6766	23.9557	24.0925	24.2754	24.7571	24.4731
PROT_0877	24.5994	24.7932	25.1001	24.4091	25.2452	25.0356	24.4399	24.9765	24.3515	24.4761	24.6889	24.8208	24.5577	24.8597	24.969	24.9525	24.9732	25.0374	24.2009	24.7607	24.6193	24.0711	24.8022	24.8447	24.9243	25.2256	24.9514	24.8117	24.7213	24.4191
PROT_0878	22.7068	22.8325	22.9382	22.4273	23.1011	23.0629	22.6029	23.1495	22.6052	22.8901	23.0658	22.6333	22.9798	22.5742	23.0849	23.0518	23.2847	22.8997		23.0477		22.7566	22.5455	23.1584	23.0357	23.0473	23.5768	22.4397	23.3196	22.5751
PROT_0879	22.6179	22.9577	23.0077	22.5086	22.9035	22.8542	22.4489	23.0766	22.7811	22.6773	22.7805	23.2463	22.9607	23.3748	23.0905	22.381	23.1875	23.1022	22.761	23.197	22.8307	21.9461	23.0523	23.1234		23.1476	22.492	22.6303	23.0873	22.9109
PROT_0880	21.2606	21.5692	21.6023		21.514	21.8065	21.6955	21.8613	21.3227	21.1454	21.3663	21.6278	21.9178	21.8121	21.3595	21.3888	21.0221	21.5461	21.2686	21.0341	21.2382	20.9911	21.6438	21.1679	21.0236	21.5592	21.8046	21.2419	21.6512	21.8181
PROT_0881	25.1197	25.2251	25.0608	24.9488	25.449	24.9502	25.0748	24.969	25.0809	24.8905	24.9536	25.3807	25.1133	25.1628	25.2339	25.021	25.2333	25.0919	25.1087	25.1538	25.3065	25.0618	24.8149	24.9329	25.1618	25.3345	25.0381	24.9867	25.2126	25.3144
PROT_0882	19.3811		19.8799	19.7617		19.4349	19.5959	19.8212	19.4296	18.969	19.3395	18.8703	19.8161	18.8662	18.8614	19.208	19.655	19.1608		19.8014	19.297			18.9505	19.7051	18.9397	19.8223	19.4163	19.6685	19.2327
PROT_0883	23.6175	23.9661	23.9723	23.4358	24.8256	24.0649	23.7524		24.328	23.9128	24.0295	23.955	23.8432	24.0227	24.0203	23.7991	24.1713	23.6494	23.6766	24.0645	24.1256	23.8118	24.1719	24.1766	24.2265	24.2901	23.8435	23.6769	23.9091	24.1188
PROT_0884	21.3333	21.2573		21.4317	21.5051	21.5097	21.3278	20.738	21.2767	21.4903	21.7637	21.3615	21.1676	21.5279	20.9711	21.5216	21.2514	21.2852	21.2749	21.3469	21.4299	21.1802	20.989	21.4097	21.4404	21.3846		21.6743	21.4653	21.3522
PROT_0885	22.3706	22.1013	22.6007	22.2769	22.8971	22.108	21.9957	22.4983	22.753	22.5182	22.1372	22.5414	22.3094	22.2252	22.2703	22.387	22.2531	22.7276	22.3463	21.8401	22.4834	22.5971	22.046		22.3322	22.3152	22.3134	22.2019		22.3447
PROT_0886	21.9874	21.6196	21.6439	21.708	21.8903	20.8979	21.7174	21.8318	21.6143	21.5894	21.3125	21.6307		21.946	21.9716	22.0455	21.6726	21.5875	21.5564	21.3184	22.0047		20.8582	21.687	21.3441	22.2529	22.2003	20.9821	21.9329	21.8943
PROT_0887	23.8717	23.6148	24.0893	24.0212	23.2426	24.1642	23.9595		24.0386	24.1689	23.688	23.6751	23.8821	23.6972	23.6657	23.9698	23.8792	24.2641	23.8674	23.5847	24.2156	24.1377	23.5526	24.1421	23.9464	23.6333	24.0328	24.0585	23.6123	24.2078
PROT_0888	23.2156	22.7048	23.1516	23.1657	23.0603	23.1981	23.3453	23.0343	23.1012	23.6173	23.2176	23.6342	23.0364	23.1176	22.7309	23.2099	23.1548	23.0537	23.0501		23.576	23.4698	22.8891	22.9887	23.7587	23.3482	23.2726	23.0615	23.1462	23.3152
PROT_0889	20.2735	20.9676	20.1616	20.4483	20.6854	20.9044		20.4144	20.7048	19.9113	20.3952	20.0414	20.2267	20.2765	20.5723		19.8709	20.2777	19.8672	20.4486	20.3738	19.7209	20.222	19.8892	19.4786	20.5559	20.4033	20.1331	20.5153	20.0107
PROT_0890	23.0903	23.4189	23.5325	22.9502	23.2933	23.5935	23.2266	23.622	23.4922	23.6074	23.4892	23.7489	23.3417	23.2539	22.6781	23.4658		23.8578	23.5986	23.3082	23.8414	23.4007	23.395	23.2187	23.2966	23.0513	23.3085	23.6236	23.3902	23.2236
PROT_0891	20.6626	20.8933	20.4287		21.1136	21.0651		20.6267		21.3275	20.6691	20.6999	20.5925		20.438	20.8765		20.5536	20.5337	21.0933	20.4974	20.285	21.1344	20.4617	20.9424	21.0926	20.1437	20.0884	21.4399	20.758
PROT_0892	19.074	19.3421	19.4103	18.9537	18.9351	19.2879	19.4917	19.3114	19.4206	19.4954	18.8418	19.3467	19.0008					19.4329	19.9966	19.444	18.6498	19.0961	18.5827	19.6338	19.5236	18.7588	19.594		19.2097	
PROT_0893		24.8627	24.9315	24.6546	24.881	24.425	25.3896	25.4499	25.5555	25.3174	25.2847	25.2196	25.5505	25.4763	25.2791	25.2678	25.3255	25.5939	25.2232	25.5316	25.2009	25.1334	25.6035	25.1685	25.4303	25.188	25.611	25.2847	25.6211	25.371
PROT_0894	25.7527	25.4537	25.9088	25.7051	25.3103	25.6692	26.0035	25.5371	25.5854	25.6287	25.5533	25.6055	25.9212	25.6727	25.6192	26.0499	25.5194	25.5168	25.7312	25.6035	25.9195	25.6849	25.2229	25.7586	25.9606	25.9444	25.8471	25.929	25.6935	25.7294
PROT_0895	17.9808		19.0026	16.2748																			17.1906							
PROT_0896	22.8603	22.6526	23.0276	22.7374	23.1365	22.6967	23.2803	23.1363	23.0262	22.7536	23.1748	22.9906	23.3234	23.078	22.8582	22.6273	22.6477	22.8298	22.6845	23.0148	22.7192	22.8361	22.6404	22.8222	23.0198	23.4558	22.7049	22.8344	22.9934	23.1964
PROT_0897		22.5537	22.2522	22.6107	22.7387	22.783	23.1177	22.3644	22.8977	22.6134	22.5826	22.438	22.5734	22.6606	22.7891	22.5741	22.564	22.6928	22.5522	22.9701	22.6303	22.9467	22.7575	22.7561	22.9463	22.7822	22.5611	22.5908	22.6656	22.6729
PROT_0898	24.7331	24.8711	25.1911	24.8767		24.9054	24.728	25.0516	24.7543	25.0536	24.8851	24.981	25.0056	24.6581	25.2427	24.6749	24.8976	25.1365	24.8141	25.0689	25.2058	25.0195	24.2977	24.9518	25.0695	25.2241	24.9972	24.9312	24.696	25.1753
