protein_id	WT1_t1	WT1_t2	HetEd1_t1	HetEd1_t2	HomEd1_t1	HomEd1_t2	HetRev1_t1	HetRev1_t2	HomRev1_t1	HomRev1_t2	WT2_t1	WT2_t2	HetEd2_t1	HetEd2_t2	HomEd2_t1	HomEd2_t2	HetRev2_t1	HetRev2_t2	HomRev2_t1	HomRev2_t2	WT3_t1	WT3_t2	HetEd3_t1	HetEd3_t2	HomEd3_t1	HomEd3_t2	HetRev3_t1	HetRev3_t2	HomRev3_t1	HomRev3_t2	WT4_t1	WT4_t2	HetEd4_t1	HetEd4_t2	HomEd4_t1	HomEd4_t2	HetRev4_t1	HetRev4_t2	HomRev4_t1	HomRev4_t2	WT5_t1	WT5_t2	HetEd5_t1	HetEd5_t2	HomEd5_t1	HomEd5_t2	HetRev5_t1	HetRev5_t2	HomRev5_t1	HomRev5_t2
PROT_0755	21.94	21.5382	21.7715	21.8221	22.2107	21.7523	21.7243		21.9357	21.9757	21.7832	21.8625	22.0237	21.8662	22.2444	21.8795	22.1822	22.0508	21.5619	21.768	21.4246	21.779	21.5426	22.1865	21.7356		21.6752	21.4205	21.9841	21.8301	21.4546	22.014	21.9632	21.761	21.6338	21.301		21.9048	22.2113	21.7746	22.0049	22.119	21.8412	21.4445	21.7773	21.9051	21.946	21.0778	21.5704	21.9907
PROT_0756	22.3729	22.5781	22.1502	21.7561		22.1135	21.7876	21.8196	21.9855	22.1775	22.4648	22.0057	22.3027	21.4424	22.2596	22.5847	22.0187	22.0734	21.7484	21.9316	22.466	21.792	21.7033	21.8988	22.5683	21.8721	21.7731	22.0224	21.7866	22.116	22.246	21.7818	22.4552	22.6136	22.0772	22.1475	21.8411		21.7368	22.4678	21.7851	21.8469	21.6304	22.2786	21.993	22.0733	21.7664	22.1574	21.9169	22.4247
PROT_0757	25.8596	25.9394	25.8617	25.9967		25.7957	26.2644	26.1063	26.3099	26.1334	25.6883	25.9603	25.8239	26.1196	26.2051	26.1145	26.1211	26.101	26.0701	26.2581	26.3101	26.1422	26.0538	26.2531	26.3463	25.856	25.9491	25.9533	26.1507	26.0843	25.7476	25.9428	26.127	25.8084	26.1505	25.8839	26.2316	26.441	26.1609	26.1229	25.8487	26.0288	26.0286	25.9544	26.2911	25.6646	25.7134	25.8625	26.2359	26.0864
PROT_0758	27.9191	27.4619	27.5309	27.8479	27.8827	28.2314	27.7864	27.5879	27.7399	27.5157	27.5181	27.9429	27.4883	27.9757	28.1462	28.1567	28.111	27.4476	27.744	27.5073		27.4215	27.4255	27.5071	27.8971	27.7171	27.7907	27.5126	27.6158	27.7396	27.4136	27.5551	27.8467	27.7934	27.9884	28.3237	27.7799	27.467	27.7142	27.5557	27.7373	27.8444	27.4471	27.9065	27.8305	27.9036	27.5178	27.4941	27.8715	27.6785
PROT_0759	24.0144	23.9243	23.889	24.2583	24.228	24.2278	23.9002	24.2845	24.1675	24.0311		23.8226		23.8112	24.0642	24.1565	24.2217	24.3737	24.0997	23.9872	24.7664	24.4861	24.1697	23.8103	24.0971	24.3174	23.9525	23.9473		24.1726	24.5599	23.9506	23.8359	24.2545	23.8365	24.6195	23.649	24.3955	24.3848	24.4746	24.2902	24.0097	23.7053	23.8348	24.4124	24.181	24.0422	24.057	24.4329	24.0508
PROT_0760	21.9966	21.7622	21.6546	21.7969	21.5737	21.3971	21.854	21.8354	22.1114	22.016	21.9527	22.4711	21.7488	22.0782	21.7619	21.3615	21.9882	21.6135	21.6853	21.5269	22.0976	21.0894	21.9753	21.8924	21.6246	21.9467	21.2293	20.829		21.0796	21.8972	21.6987	21.6238	21.6332	21.395	20.9942		21.7318	21.7232	21.8356	21.4145	22.102	21.8777	22.1086	21.7557	21.9367	21.6581	21.7622	21.4455	21.639
PROT_0761	23.3064	22.9699	23.31	23.1487	23.5598	23.3448	23.1327	23.2277	23.1027	22.7894	23.2572	23.2952	22.9523	22.8277	23.1737	23.5082	23.111	23.1906	23.3419	23.1257	23.5906	23.4018	23.0748	23.1065	22.9574	23.3125	23.2228	22.9464	23.2254	22.92	23.0226		23.5563	23.4183	23.5322	23.3004	23.2604	23.7207	23.5324	23.2984	23.5609	22.7424	23.3774	23.1686	22.9092	23.2907	22.5277	22.6899	22.2955	22.4758
PROT_0762	26.9314	26.9744	26.9929	26.6039	26.4532	26.2962	26.8727	26.8462	26.7503	26.8354	26.5714	26.6562	26.8307	26.612	26.7903	26.6367	26.7054	26.439	26.6384	27.0227	26.8105	26.7467	26.4772	26.8252	26.8487	26.5816	26.5622	26.8215	26.721	27.1443	26.5777	26.6057	26.8645	26.9046	26.8611	26.77	26.7342	26.8368	26.9032	27.0726	26.4074	26.8062	26.7837	26.913	26.8092	26.9002	26.708	26.7153	26.8735	26.6552
PROT_0763	22.3416	22.2766	22.1392	22.3545		22.2059	22.3347	22.0072	22.1338	22.382	21.8143	21.9511	22.151	22.2078	21.9868	22.6676	22.2683	22.0152	22.6567	21.6451	22.4531	21.9606	22.2856	22.1057	21.5833	21.7361	21.9495	21.6607	22.181	21.8463	21.2732	21.841	22.3017	22.3845	21.8878	22.192	21.7625	22.2463	22.0425	21.8742	22.3495	22.3322	22.368	22.4874	22.2231	22.3922	22.2161	22.2684	21.9816	22.0074
PROT_0764	24.2397	23.8076	23.9438	23.9427	24.0688	24.1688	23.6163	24.1086	24.1102	23.968	24.1689	23.9546	24.0688	23.8834	24.0439		24.0252	24.008	23.7233	23.4971	24.1678	24.1229	23.8962	24.0821	23.9689	24.0508	23.5901	23.9495	23.7393	24.028	24.1434	23.9906	23.6233	24.1917	24.3696	23.7823	23.5519	24.1794	24.1606	23.8851	23.4974	23.8806	23.7927	23.5356	23.1501	23.7804	23.868	24.0825	24.1525	24.1045
PROT_0765	27.2786	27.3698	27.1141	27.5324	27.4834	27.1482	27.2667	27.3463	27.8145	27.5455	27.421	27.5466	27.3519	27.3116	28.1461	27.4305	27.3567	27.1478	27.2921	27.4087	27.4903	27.1815	27.5464	27.4632	27.6281	27.4671	27.6314	27.4688	27.7626	27.6763	27.1461	27.347	27.5144	27.3813	27.6298	27.2134	27.7031	27.4217	27.3339	27.4695	27.5561	27.6068	27.5024	27.5624	27.5208	27.4935	27.3479	27.2938	27.3651	27.4491
PROT_0766	21.1685	21.2484	21.2094	20.5458	20.4191	20.9919	21.1754	20.9792	21.6052	21.09	20.6354	21.3901	20.8562	20.8288	20.9267	21.0318	20.6505	20.9534		21.2006	20.7425	21.1261	21.3207	21.343	20.3687	20.7534	21.1707	20.2363		20.833	21.1795	20.8468	20.4891	20.4998	21.3604	20.8403	20.8936	20.4665	21.291	21.0125	21.1386	21.4257	20.982		20.0473	19.9326		20.9485	20.9085	20.7677
PROT_0767	24.2919	23.743	23.3815	24.1539	23.8194	23.7744	24.0507	23.5023	24.1264	23.5758	23.7879	24.3985	23.6454	23.7373	23.5919	23.791	24.367	23.7173	24.2196	23.5067	23.9525	24.1191	23.5652	23.6356	23.9555	24.1566	24.0346	23.7133	23.8299	23.995	23.3279	23.809	23.3388	23.8102	23.7984	23.5779	23.6914	23.511	23.9078	23.6151	23.7292	23.8266	23.6396	23.6981	23.3537	23.6561	24.1634	23.5686	23.8097	23.8378
PROT_0768	27.4452	27.3671	26.5736	26.7876	26.8517	26.5186	26.5802	26.6461	26.9794	26.5513	26.7406	26.8416	26.6755	26.7336	27.1062	26.5984	26.9284	26.8611	26.8224	26.6097	26.791	26.7708	26.776	26.7918	26.7547	26.5314	26.4194	26.4762	26.738	26.7506	26.4758	26.4848	26.4599	26.7675	27.14	26.8245	26.6843	26.4675		27.1172	26.6917	26.6966	26.5471	27.2267	26.4558	26.6	26.6235	26.4951	26.746	26.7552
PROT_0769	21.1877	20.3802			20.735	21.1115	21.0423	21.4504	21.5719	20.1399	20.9535	21.2454	20.8447	20.8537	20.8422	20.9366		21.249	21.113	21.3291	20.9471	21.1771		21.0179	20.4988	21.2649	20.8224	20.6033	21.4156	21.449	21.2524	20.8588	20.7424	20.5644	20.6159	21.1772	20.4205	21.2262	21.1793	20.5364	21.4479	21.001	20.9231	21.119	21.1073	21.3688	21.0921	20.994	20.5825	21.1462
PROT_0770	27.6304	27.6971	27.7301	27.6141	27.8692	27.4067	27.8795	27.8285	27.6079	27.4257	27.593	27.6113	27.7552	27.551	27.6781	27.4381	27.7972	27.6429	27.5841	27.5979		27.9291	27.8312	27.7678	27.5308	27.2916	27.5545	27.5913	27.8899	27.9392	27.4919	27.6929	28.1428	27.8663	27.6391	27.7627	27.8762	27.7851	27.7849	27.4968	27.5875	27.6551	27.6891	27.891	27.9059	27.553	27.8128	27.9438	27.877	27.7772
PROT_0771		18.4395	18.7511	19.1247		18.6666	18.3474		18.5935	17.2639				18.7321	18.4798	18.0187		18.8438			18.9331				19.21	18.4703	18.3779						18.6924	17.8992	18.7811	17.8043							18.1045				19.4213		18.3741	17.7424
PROT_0772	22.9905	23.1712	23.1155	22.9985	23.0355	23.0479	23.0271	23.1039	23.1732	23.1484	22.9912	23.228	23.3259	22.8344	23.2756	22.9946	23.4604	22.9765	23.0838	23.3787	23.1996	23.195	23.142	22.7124	22.8924	22.9265	23.0927	22.6847	22.6938	23.1774	22.9839	22.5745	22.9001	23.0418	23.1636	22.5858	23.4641	23.5867	23.3086	23.3415	22.8382	23.0555	23.5887	23.2525	22.7522	23.1253	23.0757	22.8759	22.9028	23.0032
PROT_0773	22.4308	21.963	21.7943	21.9782		22.2711	21.9624	22.2725	22.24	22.2641	22.2453	22.0742	21.9195	22.2179	22.0107	21.6809	21.7624	21.7285	22.0158	21.8637		22.0487	21.9288	21.614	22.1701	21.627	21.8399	21.7115	22.0548	22.273	22.1848	21.8381	22.0487	21.9891	21.7458	22.0694	21.7819	22.21	22.0612	22.2439	22.1854	21.7157	21.5015	21.0882	21.8939	22.181	22.271	22.2021	22.3809	22.2061
PROT_0774	22.6741	22.2417	22.4923	22.5004	22.544	22.3513	22.6594	22.3739	22.7205	22.5711	22.1004	22.4174	21.6938	21.6727	22.6691	22.0142	22.5772	22.6052	22.5084	22.6805	22.6819	22.5341	22.732	22.3235	22.4922	22.2636	22.6922	21.9934	22.3834	22.6935	22.949	22.7054	22.5967	22.7324	23.118	22.4935	22.559	22.8489	23.073	22.2873	22.5051	22.8798	22.4489	22.7813	22.5019	22.3677	22.9393	22.6947	22.6067	22.6652
PROT_0775	23.0568	23.16	23.1434	23.089	23.2654	23.3794	23.5025	23.3362	23.2988	23.0111	22.9692	23.2096	22.9271	23.304	24.0739	24.0264	23.4288	23.1219	23.1335	23.0252	23.0562	23.2107	23.1258	22.9916	23.1422	23.1319	22.9874	23.1049	23.0776	23.1455	23.1032	23.1945	23.3044	23.0382	23.2137	23.245	23.0012	23.3576	23.5385	23.4812	23.0765	23.258	23.4512	23.0635	23.2769	23.5052	23.3832	23.0223	23.4913	23.0437
PROT_0776	21.1059	21.3319	21.3575	21.3653	21.4833	21.0419	21.6948	21.5698	21.5844	21.639	21.4581	21.3728	21.5542	21.4595	21.732	21.7936		21.415	21.6303	21.377	21.2159	22.0964	21.8132	21.6297	21.887	21.6672			21.7312	21.6044	20.9475	21.3203	20.9518	21.4626	21.1724	21.7702	21.0621	21.3791	21.9675	21.0737	21.5228	21.7382	21.7928	21.2433	21.3362	21.724	21.7494	21.464	21.8892	21.4267
PROT_0777	22.1505	22.0281	21.3253	22.1042			21.7393	21.8202	21.8438	22.0406	21.2705	21.6624	21.6408	21.4585			21.9016	21.9986	22.03	22.2773	21.8169	21.5635	21.7652	21.864			21.4654	21.9025	21.5585	22.2215	21.9805	21.5869	21.8817	21.9148		16.3801	21.5743	21.6964	21.8666	22.2661	21.5911	21.8492	21.8227	21.535			21.589	21.726	21.9347	21.7873
PROT_0778	24.2489	23.8688	24.0595	24.4188	24.0105	24.3047	24.611	24.2601	24.7022	24.338	24.2301	24.3115	24.084	24.1014	23.7091	24.3042	24.4022	24.3055	24.0987	24.2035	24.4478	24.1657	24.4805	24.1105	24.2004	24.296	23.8811	24.2207	24.4146	24.2543	24.2792	24.5286		24.1836	23.9292	23.9967	24.0156	24.2871	24.3022	24.4548	24.3347	24.3834	23.9092	24.4707	24.0112	24.1903	23.9112	24.3705	24.3863	24.2961
PROT_0779		21.6448	21.2992	21.5589	21.7109	21.7461	22.1911	21.841	21.7057	21.5621	21.9193	21.9959	21.8481	21.499	21.9088	22.0358	22.0867	22.0821	21.825	22.0129	22.3728	21.8917	21.7163	22.0166	21.7204	21.916	22.0192	21.6312	21.9661	21.9404	21.8598	21.7012	22.0491	21.7673	21.9398	21.857	22.1039	22.2083	21.98	22.0095	22.2823	21.8663	22.0076	22.2755	21.7357	22.1745	22.0415	21.8979	22.1834	22.0753
PROT_0780	24.5935	24.4823	24.7824	24.5816	24.8179	24.5364	24.6421	24.767	24.7397	24.3351	24.3867	24.3363	24.8571	24.7502	24.5077	24.7359	24.3848	24.5185	24.8465	24.38	24.7337	24.7079	24.3934	24.2947	24.5681	24.3713	25.353	25.6761	25.3226	25.7385	24.3651	24.2508	24.1483	24.478	24.6593	24.4407	24.5871	24.4654	24.4084	24.7401	24.6151	24.3032	24.6316	24.7453	24.6441	24.6762	24.2625	24.3497	24.8215	24.2864
PROT_0781	24.3863	24.4247	24.0874	24.3796	24.6852	24.1225	24.8355	24.6129	24.2925	24.1159	23.931	23.9422	24.0188	24.2353	24.4656	24.6454	24.3483	24.0138	24.4122	24.5283	24.4749	24.5713	23.968	24.5896	24.2881	24.3169	24.1451	23.9884	24.2051	24.3755	24.2593	24.5928		24.4644	24.2428	24.3675	24.0276	24.3391	24.5137	24.7982	24.0018	24.1332	24.3038	24.4411	24.1807	24.383	24.4037	24.1463	24.4031	24.3168
PROT_0782	25.8699	25.5801	25.514	25.5223	25.5032	25.6835	26.0715	26.1267	26.0549	26.0913	25.7736	25.5385	25.8118	25.4196	25.4501	25.8701	25.495	25.6607	25.7589	25.5648	25.496	25.5326	25.5524	25.0735	25.3971	25.5252	25.5519	25.7038	25.6925	25.628	25.5058	25.253	25.7247	25.4719	25.6363	25.7336	25.4322	25.3216	25.2029	25.621	25.7524	25.5101	25.6119	25.6908	25.3203	25.6024	25.2964	25.6126	25.2368	25.5048
PROT_0783	23.5264	23.2622	23.2708	22.9713	23.1627	23.4511	23.3906	23.3453	23.2464	23.1487	23.4132	23.6107	23.3593	23.0376	23.4745	23.1171	23.7212	23.4132	23.3849	23.1144	23.82	23.4407	23.2708	23.3423	23.3568	23.6056	23.4806	23.181	23.3496	23.1554	23.5315	23.1058	23.2762	23.0268	23.3364	23.2516	23.3799	23.1795	23.216	23.3379	23.2624	22.8035	23.649	23.3895	23.1919	23.5045	23.1496	23.4506	23.5341	23.1124
PROT_0784	19.2953	18.2488				18.2912		19.2434	18.402			18.8358		19.0313	17.7142		18.5307	18.1266			19.4223	18.4174		19.2761	18.1919	18.5238	18.0914	18.858	18.7476	19.1726	18.5674	18.3832			18.5536		18.5833	18.4341		18.7644	19.2132		18.8581				18.0472	17.8377		17.929
PROT_0785	21.1488	20.97	21.1768	20.6324	21.0307	21.1251	21.2477		21.0718	20.619	20.8091	21.0761	21.0813	20.761	20.5288	20.9066	21.4417	21.4599	20.9124	20.4998	20.9014	20.9444	21.363	21.2985		21.2555	21.4493	20.6429	21.04	21.0354	20.9839	21.6313	20.8757	20.7352	21.1037	21.2446	20.8961	21.1699	20.8538		21.4443	20.9427	20.8571	21.1685	20.7477	21.6093	21.3502	21.1764	21.3384	21.1855
PROT_0786	25.4953	25.0331	24.8582	24.8735	25.2443	25.3626	25.4767	25.3088	25.511	24.9893	25.4204	25.6066	25.0501	25.4219	24.8624	25.2639	25.6913	25.0951	25.1678	25.2748	25.3114	25.2357	25.1836	24.9101	25.2789		25.277	25.0623	24.7395	25.2631	25.5424	24.7987	25.2084	25.0413	25.1406	24.9944	25.2669	24.9054	25.3595	25.1159	25.395	25.4584	25.0423	25.3433	25.0378	25.3579	25.4356	24.9936	25.0049	25.2796
PROT_0787	22.7264	22.5848	22.1761	22.6052	22.5131	22.832	22.7439	22.5051		22.8868	22.698	23.0701	22.535	22.4797	22.3156	22.8963	21.9061	22.3402	22.094	22.3624	22.5158	22.6709	22.431	22.7701	22.8506	22.543	22.207	22.4165	22.2802	22.4988	22.7681	22.8171	22.376	22.3937	22.6275	22.7116	22.4801	22.5441	22.3258	22.5785	22.6402	22.8073	22.452	22.7001	22.3888	22.9766	22.5685	22.911	22.9123	22.3557
PROT_0788	23.535	23.6024	23.2496	23.6357	23.2275	23.235	23.3707	23.1593	24.0088	24.1904	23.3815	23.6414	23.7305	23.3096	23.6508	23.5783	23.2359	23.338	23.2707		23.6486	23.5397	23.2404	23.6202	23.031	23.4295	23.6839	23.2798	23.7902	23.7167	23.4712	23.7954	23.4004	23.3153	23.3781	23.5046	23.296	23.3203	23.8048	23.6704	23.2789	23.8396	23.1832	23.602	23.2789	23.4858	23.3482	23.1317	23.4867	23.1527
PROT_0789	23.2452	22.9114	23.2742	22.6013	23.2679	22.681	23.1323	22.9157	23.2054	22.849	23.0811	23.541	23.3386	23.0182	23.0298	23.0824	23.1246	23.2646	22.8008	23.0234	23.1946	22.7105	23.2236	22.8892	22.7344	23.1076	22.8652	22.9474	22.7988	23.164	23.0092	22.9843		22.4631	22.9961	23.0807	22.9315	22.8192	22.8412	23.2992	23.1723	23.0423	23.0	23.3796	23.1732	22.6996	22.6145	22.8334	22.9239	22.7821
PROT_0790	22.4547	22.2737	22.1353	21.9637	22.1436	22.3443	22.4569	22.0802	22.4298	22.0843	22.5978		22.0912	22.482	22.3246	21.8614	22.0666	22.1615	22.1964	22.3364	22.0576	21.7809	22.0557	22.1008	22.3282	22.3356	22.3656	22.3234	22.2644	22.2733	22.2413	21.895	22.6903	22.4152	22.3729	22.6653	22.5069	22.4018	22.133	22.4813	22.451	22.3181	22.5445	22.0487	22.7555	22.4239	22.3089	22.1925	22.0589	22.2418
PROT_0791	24.9645	24.8201	24.7108	25.2571	25.0234	24.9334	24.8975	24.9335	24.946	24.7657	24.4311	25.0238	24.7798	24.9137	24.7614	24.5832	25.2779	24.7899	24.7572	24.8073	24.4555	25.0043	24.9654	24.8725	24.8008	25.1502	24.8549	24.5801	24.9115	24.778	24.4912	24.7411	24.7518	24.7768	25.0569	24.7243	24.65	25.0045	24.6817	24.9062	24.8303	24.9711	24.9232	24.8116	25.0149	24.7511	24.7194	24.8639	25.3942	24.9122
PROT_0792	20.8143	21.5173		21.6806	20.8725	20.5562	20.8814	21.2125	21.0195	20.9671	20.3314	21.0205	21.3753		21.6447	21.3843	21.0195	21.1626	20.9521	20.9085	21.2239	20.8384	21.047	20.423	21.436	20.4363	21.2524	21.3255	20.4205	21.1896	20.8343	21.4235	20.7076	21.4942	21.3123		21.4001	20.31	20.8177	20.9025	20.939	21.2258	20.7769	21.2156		20.9292	21.0441	20.7469	21.4869	21.0661
PROT_0793	19.5243	19.8696	19.6535	19.8245	19.4796		20.862	19.6656	20.2727	20.2288	19.2081	19.8995	18.9966	19.8524	19.9296	19.6655	19.264	19.4706		20.2263				19.1826	20.5326		19.6889	19.2519	19.3536	19.5851		19.8844			19.684	19.3818		19.5617			20.0574	20.0448		19.3579	20.0845	19.4713	20.1007	19.7146		
PROT_0794	20.1376	19.5457	19.5064	19.8616	19.9592	19.3623		19.2909		19.0184	19.5779	20.0163				19.5614				20.0825	20.3103	20.0349	20.0571	19.6253	19.9526	19.8262	19.9049	19.5265	20.7399	20.2961	19.6793	20.4574	19.0389		19.3161	19.7058	20.3727			20.2131	19.2511		19.4139	19.4091	20.0316	19.1754		19.4596	19.3696	19.7789
PROT_0795		17.7954				18.3291				17.9758		18.5457	17.459		18.2459		19.1141	18.5663	17.2178	18.502		17.5107	18.7656							18.2468	18.5432	18.133	18.739	18.878	18.9707					19.312	18.6287	18.3967			17.456				18.6143	
PROT_0796	23.1641	23.6366	22.9786	22.9712	23.5691	23.0757	23.5095	23.3345	23.342	23.4724	23.1054	23.3016	23.2246	23.0854	23.3518	23.5166	23.5315	23.0879	23.021	22.9889	23.7386	23.1364	23.1534	22.8678	23.2813	23.3172	22.9022	23.2467	23.0795	23.3047	22.9736	23.2642	23.5598	23.0994	23.75	23.0408	23.1215	23.1848	22.7035	23.0333	23.3159	23.7277	23.0658	22.9277	23.0151	23.6779	23.6108	23.3483	23.0648	23.4176
PROT_0797	26.4738	26.4781	26.3186	26.5561	26.6814	26.5216	26.5758	26.4966	26.8364	26.3957	26.9423	26.6963	26.6732	26.422	26.5871	26.3661	26.4882	26.7512	26.6793	26.9593	27.1671	26.3807	26.5117	26.6378	26.4676	26.9531	26.6081	26.4779	26.5579	26.6831	26.5373	26.7137	26.6629	26.4834	26.6738	26.5315	25.858	25.5787	26.0118	26.3342	26.6196	26.8096	26.593	26.4226	27.2843	27.1827	26.9722	26.7505	26.5585	26.5195
PROT_0798	21.4681	21.5909	21.5909	22.1868	21.8166	21.3767	21.8546	21.8502	21.7022	21.5957	21.6941	21.6015	21.1592	22.1546		21.9038	22.1494	21.5568	21.9314	22.0491	21.696	21.885	21.4519	21.6813	21.9661	21.7346	21.809	21.2847	21.839	22.0408	21.7299	21.7472	21.7165	21.5969		21.6428	22.05	22.1324	22.0261	21.857	21.7781	21.8704	21.5811	21.6737	21.8765	21.8067	21.2559	21.2311	22.0918	
PROT_0799	22.829	22.4036	22.8016	22.6169	23.2038	22.9202	22.988	23.345	23.0523	22.8642	22.9014	23.0139	22.5363	22.8887	23.1351	22.6957	23.0014	23.0072	22.9885	22.7242	22.8991	22.8774	23.1223	22.767	22.7623	22.5315	23.067	22.9782	23.1199	22.84	22.89	23.251	23.0764	22.8891	23.141	22.8797	23.1112	23.2428	22.561	22.6134	22.382	22.9603	22.5661	22.4844	23.0811	22.8724	23.1028	22.7106		22.8801
PROT_0800	21.3451	21.7245	21.8272	21.813	21.8963	21.5781	21.917	22.2472	21.7528	21.8384	21.8143	22.1507	22.0777		21.7694	22.1934	21.8034	21.989	22.3304	21.7447	21.9521	21.7578	21.497		21.9505	21.6205	22.0082	22.0762	21.9139	21.7344	21.7074		21.8126	21.5753	21.7691	21.6436	21.8239	21.5732	21.7667	22.0756	21.9776	22.2248	21.9945	22.1224	21.7597	21.8629	21.8722	21.9179	21.6311	21.8198
PROT_0801	21.0012	20.2948	20.7942	21.3085	19.9748	20.1586	20.4164	20.8229	20.4343	19.8244	20.5014	20.9422	20.2614	20.6599	20.6577	20.6141		20.9627	20.5323	20.6025	20.5488	20.1275	21.0025	20.4265	20.1445	20.5222	20.9679	21.043	21.0529	21.1494	20.1538	20.4419	21.043	21.3836	20.728	21.5097	20.6715	21.1339	20.6234	20.3666	20.6032	20.4732	20.6848	20.825		20.9756		20.4638	21.5556	20.8424
PROT_0802	26.9945	26.7227	26.5716	27.2594	26.8759	26.6464	26.5364	26.7256	27.204	26.7988	26.5131	26.4693	25.7612	25.7186	25.8469	25.8783	26.7304	26.8645	26.8318	26.5005	26.7322	26.4036	26.5256	26.4056	26.675	26.9751	26.4876	26.5985	26.4947	26.7099	26.6965	26.4556	27.2842	26.7624	26.7702	26.7958	26.3948	26.6379	26.7887	26.7041	26.8567	26.6177	26.7835	26.5773	26.6171	26.9818	26.7499	26.9815	26.6902	26.6993
PROT_0803	21.359	20.8644	21.3485	20.7213	21.9568	21.1804	20.8891	21.6375	21.3487	21.4378	21.2618	20.8621	22.0551	21.6856	21.7786		21.0919	21.4301	21.6037	21.5781	20.8214	21.668	21.5299	21.4021	21.7976	21.7768	21.3871	21.097	21.2924	22.4862	21.5182	20.7058	21.6169	21.236	21.3958	21.3308	21.4663	21.6102	21.6843	21.4676	21.1962	21.5006		21.6903	21.6238	21.1929	21.6091	21.2548	21.0181	20.9214
PROT_0804	19.1854	18.9473			18.7601	18.7909		19.4689	18.998		19.4309	19.0547	18.9719	18.9614	19.6762				18.3916		19.1271	19.5159				18.7833				17.9316	19.3008				18.7341			19.5018				18.5457		19.1213			18.6748	18.2806		18.8649
PROT_0805	25.1822	25.2411	25.4225	25.6316	25.3456	25.471	25.2667	25.2392	25.4688	25.4102	25.2438	24.9523	25.6478	25.2518	25.5927	25.3003	25.4407	25.2615	25.2902	25.3806	25.5355	25.2139	25.0982	25.6349	25.3673	25.1597	25.282	25.3114	25.4446	25.7006	25.361	25.2039	25.4919	25.3648	25.2783	25.1872	25.2412	25.4252	25.3122	25.4166	25.3631	25.3971	25.0127	25.6356	25.4191	25.3987	25.3059	25.1358	25.5808	25.3883
PROT_0806	23.0731	23.1132	22.876	22.7002	23.0087	22.7225	23.5878	23.0372	23.3638	23.1108	22.4984	22.9036	22.91	22.9501	23.1699	22.717	22.8729	22.9406	23.0434		23.053	23.0416	22.9238	22.9763	23.0251	23.3655	23.179	22.9058	22.7393	22.8211	22.9269	22.7492	23.1657	23.0676	22.9649	23.083	22.7734	22.8368	23.2945	23.3964	22.3916	23.2738	23.2407	22.4177	23.1874	22.8757	23.0874	22.8345	22.4876	23.2129
PROT_0807	23.8775	23.8699	23.4491	23.973	23.6957	23.7869	23.2912	23.4339	23.9443	23.567	23.7125	24.0886	24.1061	23.8982	23.8924	23.6625	23.6161	23.5339	23.5135	23.475	24.0422	23.9833	23.6977	23.6469	23.6994	23.8912	24.0386	23.323	23.9481	24.043	23.8511	23.6657	23.7521	23.4502	23.5753	23.7981	23.7602	23.6946	23.5228	23.9624	23.9918	23.857	23.4333	23.5217	23.5464	23.3847	23.7825	23.4969	24.0345	23.4147
PROT_0808	24.722	24.8816	25.0913	25.334	24.9584	25.0413	24.9088	24.4022	25.1563	24.9028	24.6515	25.1644	24.5553	24.9988	24.9041	24.7646	24.7928	24.7828	25.2667	24.9801	24.9139	25.2969	24.9659	25.0673	25.174	24.8728	24.8597	24.7468	25.086	24.8702	24.8719	24.8358	25.0411	25.2733	24.7296	24.7302	24.7397	24.6848	25.08	25.0135	24.5022	25.0974	24.5221	25.1924	24.8805	24.8022	24.8252	24.8794	25.4576	24.7643
PROT_0809	21.9598	21.8178	22.0419	22.622	22.4809	21.9131	22.0586	22.1752	22.3627	22.2756	21.9119	22.2016	21.8405	22.4457	22.7015	22.3921	22.1649	22.1604	22.4596	21.8351	21.9342	22.1001	22.5961	21.9625	22.3364	22.352	22.3459	22.163	22.1899	22.423	22.2418	21.5616	22.6301	22.3982	22.3317	22.5585	22.3566	21.9461	22.2454	22.7307	22.0542	22.3162	22.2398	22.5596	22.5405	22.1226	22.0366	21.9753	22.1888	22.123
PROT_0810	22.8538	22.5063	21.7665	22.0211	22.9738	22.3525	23.0863	22.5977	22.386	22.4311		22.6521	22.5717	22.6933	22.9687	22.9017	22.7274		22.393	23.1305	22.817	22.5626	22.456	22.6737	22.5327	22.4408	22.943	22.7255	22.6167	22.9341	22.7805	22.8305	22.6373	22.7629	22.7015	22.8119	22.9568	22.7761	22.9485	23.2083	22.5999	22.7683	22.8748	22.619		22.8352	22.7187	22.6682	22.422	22.5179
PROT_0811	19.6634	20.0207	19.4908	20.3806		20.2699	19.6555		19.5046	19.7749		19.4217	19.3709	19.8052	19.7322	19.3607		19.2621	20.2437	19.6006	19.9123		19.9432	19.2634	19.4544	20.1124	18.9104	19.5623		20.4648	19.3886	19.9375	19.8733	20.0129	19.9606	20.6714		19.2342			19.5146		19.6634	19.4875		20.0996				19.4612
